"Entity","Code","Year","apples__00000515__production__005510__tonnes"
"Denmark","DNK",1990,70000
"Denmark","DNK",1991,55000
"Denmark","DNK",1992,83000
"Denmark","DNK",1993,80000
"Denmark","DNK",1994,37500
"Denmark","DNK",1995,30000
"Denmark","DNK",1996,18000
"Denmark","DNK",1997,33000
"Denmark","DNK",1998,29000
"Denmark","DNK",1999,32000
"Denmark","DNK",2000,25000
"Denmark","DNK",2001,20000
"Denmark","DNK",2002,18800
"Denmark","DNK",2003,32100
"Denmark","DNK",2004,35307
"Denmark","DNK",2005,35307
"Denmark","DNK",2006,31779
"Denmark","DNK",2007,32000
"Denmark","DNK",2008,28958.06
"Denmark","DNK",2009,27513.16
"Denmark","DNK",2010,24190
"Denmark","DNK",2011,25735
"Denmark","DNK",2012,18731
"Denmark","DNK",2013,31184
"Denmark","DNK",2014,35371
"Denmark","DNK",2015,35647
"Denmark","DNK",2016,36470
"Denmark","DNK",2017,20496
"Denmark","DNK",2018,32650
"Denmark","DNK",2019,25210
"Denmark","DNK",2020,40020
"Denmark","DNK",2021,30560
"Denmark","DNK",2022,41030
"Denmark","DNK",2023,24450
"Eastern Africa (FAO)",NA,1961,10200
"Eastern Africa (FAO)",NA,1962,10300
"Eastern Africa (FAO)",NA,1963,10600
"Eastern Africa (FAO)",NA,1964,11700
"Eastern Africa (FAO)",NA,1965,11800
"Eastern Africa (FAO)",NA,1966,14000
"Eastern Africa (FAO)",NA,1967,14200
"Eastern Africa (FAO)",NA,1968,6300
"Eastern Africa (FAO)",NA,1969,6400
"Eastern Africa (FAO)",NA,1970,6500
"Eastern Africa (FAO)",NA,1971,8886
"Eastern Africa (FAO)",NA,1972,9125
"Eastern Africa (FAO)",NA,1973,7025
"Eastern Africa (FAO)",NA,1974,7600
"Eastern Africa (FAO)",NA,1975,7235
"Eastern Africa (FAO)",NA,1976,5730
"Eastern Africa (FAO)",NA,1977,7090
"Eastern Africa (FAO)",NA,1978,7522
"Eastern Africa (FAO)",NA,1979,7171
"Eastern Africa (FAO)",NA,1980,9264
"Eastern Africa (FAO)",NA,1981,9981
"Eastern Africa (FAO)",NA,1982,10350
"Eastern Africa (FAO)",NA,1983,10876
"Eastern Africa (FAO)",NA,1984,10676
"Eastern Africa (FAO)",NA,1985,11000
"Eastern Africa (FAO)",NA,1986,11868
"Eastern Africa (FAO)",NA,1987,11784
"Eastern Africa (FAO)",NA,1988,13041
"Eastern Africa (FAO)",NA,1989,13451
"Eastern Africa (FAO)",NA,1990,12825
"Eastern Africa (FAO)",NA,1991,15460
"Eastern Africa (FAO)",NA,1992,13884
"Eastern Africa (FAO)",NA,1993,13662
"Eastern Africa (FAO)",NA,1994,13120
"Eastern Africa (FAO)",NA,1995,13013
"Eastern Africa (FAO)",NA,1996,13187
"Eastern Africa (FAO)",NA,1997,12998
"Eastern Africa (FAO)",NA,1998,13963.43
"Eastern Africa (FAO)",NA,1999,13016.4
"Eastern Africa (FAO)",NA,2000,13639.75
"Eastern Africa (FAO)",NA,2001,13539.62
"Eastern Africa (FAO)",NA,2002,13615.06
"Eastern Africa (FAO)",NA,2003,13825.48
"Eastern Africa (FAO)",NA,2004,13699.03
"Eastern Africa (FAO)",NA,2005,16566.64
"Eastern Africa (FAO)",NA,2006,16830.23
"Eastern Africa (FAO)",NA,2007,15800.1
"Eastern Africa (FAO)",NA,2008,15202.61
"Eastern Africa (FAO)",NA,2009,13566.23
"Eastern Africa (FAO)",NA,2010,13200.5
"Eastern Africa (FAO)",NA,2011,12710.2
"Eastern Africa (FAO)",NA,2012,12961.97
"Eastern Africa (FAO)",NA,2013,12062.34
"Eastern Africa (FAO)",NA,2014,15478.06
"Eastern Africa (FAO)",NA,2015,15646.57
"Eastern Africa (FAO)",NA,2016,15643.41
"Eastern Africa (FAO)",NA,2017,15359.79
"Eastern Africa (FAO)",NA,2018,14592.33
"Eastern Africa (FAO)",NA,2019,14224.33
"Eastern Africa (FAO)",NA,2020,14749.87
"Eastern Africa (FAO)",NA,2021,15317.32
"Eastern Africa (FAO)",NA,2022,17026.87
"Eastern Africa (FAO)",NA,2023,16081.48
"Eastern Asia (FAO)",NA,1961,1292270
"Eastern Asia (FAO)",NA,1962,1437904
"Eastern Asia (FAO)",NA,1963,1598162
"Eastern Asia (FAO)",NA,1964,1599693
"Eastern Asia (FAO)",NA,1965,1716768
"Eastern Asia (FAO)",NA,1966,1833396
"Eastern Asia (FAO)",NA,1967,2034651
"Eastern Asia (FAO)",NA,1968,2199711
"Eastern Asia (FAO)",NA,1969,2424411
"Eastern Asia (FAO)",NA,1970,2146041
"Eastern Asia (FAO)",NA,1971,2250687
"Eastern Asia (FAO)",NA,1972,2270220
"Eastern Asia (FAO)",NA,1973,2812972
"Eastern Asia (FAO)",NA,1974,2598097
"Eastern Asia (FAO)",NA,1975,3089226
"Eastern Asia (FAO)",NA,1976,3293407
"Eastern Asia (FAO)",NA,1977,3872440
"Eastern Asia (FAO)",NA,1978,3994834
"Eastern Asia (FAO)",NA,1979,4627089
"Eastern Asia (FAO)",NA,1980,4213143
"Eastern Asia (FAO)",NA,1981,4869779
"Eastern Asia (FAO)",NA,1982,4392693
"Eastern Asia (FAO)",NA,1983,5717036
"Eastern Asia (FAO)",NA,1984,4854401
"Eastern Asia (FAO)",NA,1985,5650671
"Eastern Asia (FAO)",NA,1986,5476352
"Eastern Asia (FAO)",NA,1987,6460348
"Eastern Asia (FAO)",NA,1988,6668867
"Eastern Asia (FAO)",NA,1989,6875895
"Eastern Asia (FAO)",NA,1990,6658869
"Eastern Asia (FAO)",NA,1991,6509649
"Eastern Asia (FAO)",NA,1992,8955226
"Eastern Asia (FAO)",NA,1993,11304676
"Eastern Asia (FAO)",NA,1994,13393294
"Eastern Asia (FAO)",NA,1995,16325724
"Eastern Asia (FAO)",NA,1996,19243746
"Eastern Asia (FAO)",NA,1997,19508876
"Eastern Asia (FAO)",NA,1998,21468612
"Eastern Asia (FAO)",NA,1999,22878058
"Eastern Asia (FAO)",NA,2000,22378344
"Eastern Asia (FAO)",NA,2001,22017032
"Eastern Asia (FAO)",NA,2002,21267080
"Eastern Asia (FAO)",NA,2003,22962616
"Eastern Asia (FAO)",NA,2004,25458746
"Eastern Asia (FAO)",NA,2005,25871298
"Eastern Asia (FAO)",NA,2006,27969352
"Eastern Asia (FAO)",NA,2007,29776676
"Eastern Asia (FAO)",NA,2008,31889854
"Eastern Asia (FAO)",NA,2009,33712332
"Eastern Asia (FAO)",NA,2010,35224284
"Eastern Asia (FAO)",NA,2011,37773810
"Eastern Asia (FAO)",NA,2012,40465916
"Eastern Asia (FAO)",NA,2013,41699308
"Eastern Asia (FAO)",NA,2014,42992844
"Eastern Asia (FAO)",NA,2015,41071376
"Eastern Asia (FAO)",NA,2016,42519036
"Eastern Asia (FAO)",NA,2017,43458510
"Eastern Asia (FAO)",NA,2018,41254730
"Eastern Asia (FAO)",NA,2019,44450468
"Eastern Asia (FAO)",NA,2020,46050376
"Eastern Asia (FAO)",NA,2021,47965388
"Eastern Asia (FAO)",NA,2022,49683220
"Eastern Asia (FAO)",NA,2023,51412336
"Eastern Europe (FAO)",NA,1961,2914341
"Eastern Europe (FAO)",NA,1962,2953275
"Eastern Europe (FAO)",NA,1963,3884180
"Eastern Europe (FAO)",NA,1964,4560988
"Eastern Europe (FAO)",NA,1965,3899938
"Eastern Europe (FAO)",NA,1966,4764063
"Eastern Europe (FAO)",NA,1967,5671203
"Eastern Europe (FAO)",NA,1968,5891042
"Eastern Europe (FAO)",NA,1969,6011024
"Eastern Europe (FAO)",NA,1970,7168556
"Eastern Europe (FAO)",NA,1971,7004367
"Eastern Europe (FAO)",NA,1972,6663470
"Eastern Europe (FAO)",NA,1973,7881320
"Eastern Europe (FAO)",NA,1974,7119587
"Eastern Europe (FAO)",NA,1975,8279153
"Eastern Europe (FAO)",NA,1976,10104128
"Eastern Europe (FAO)",NA,1977,10636120
"Eastern Europe (FAO)",NA,1978,8628167
"Eastern Europe (FAO)",NA,1979,10525954
"Eastern Europe (FAO)",NA,1980,8014680
"Eastern Europe (FAO)",NA,1981,9472079
"Eastern Europe (FAO)",NA,1982,12478947
"Eastern Europe (FAO)",NA,1983,12604782
"Eastern Europe (FAO)",NA,1984,11464615
"Eastern Europe (FAO)",NA,1985,10946340
"Eastern Europe (FAO)",NA,1986,13118334
"Eastern Europe (FAO)",NA,1987,8252000
"Eastern Europe (FAO)",NA,1988,9848403
"Eastern Europe (FAO)",NA,1989,10251819
"Eastern Europe (FAO)",NA,1990,9234835
"Eastern Europe (FAO)",NA,1991,7794585
"Eastern Europe (FAO)",NA,1992,6977922
"Eastern Europe (FAO)",NA,1993,9211472
"Eastern Europe (FAO)",NA,1994,5423880
"Eastern Europe (FAO)",NA,1995,5488610
"Eastern Europe (FAO)",NA,1996,7216045
"Eastern Europe (FAO)",NA,1997,8257766
"Eastern Europe (FAO)",NA,1998,5298989
"Eastern Europe (FAO)",NA,1999,4626265
"Eastern Europe (FAO)",NA,2000,6000702
"Eastern Europe (FAO)",NA,2001,6377619
"Eastern Europe (FAO)",NA,2002,6452775
"Eastern Europe (FAO)",NA,2003,7188480
"Eastern Europe (FAO)",NA,2004,7832729
"Eastern Europe (FAO)",NA,2005,6447392
"Eastern Europe (FAO)",NA,2006,6480214
"Eastern Europe (FAO)",NA,2007,5839170.5
"Eastern Europe (FAO)",NA,2008,6554152
"Eastern Europe (FAO)",NA,2009,6870040
"Eastern Europe (FAO)",NA,2010,5727388
"Eastern Europe (FAO)",NA,2011,6174383
"Eastern Europe (FAO)",NA,2012,7508123
"Eastern Europe (FAO)",NA,2013,7816430
"Eastern Europe (FAO)",NA,2014,8311647
"Eastern Europe (FAO)",NA,2015,7871114
"Eastern Europe (FAO)",NA,2016,8480036
"Eastern Europe (FAO)",NA,2017,6820414.5
"Eastern Europe (FAO)",NA,2018,10245972
"Eastern Europe (FAO)",NA,2019,8302328
"Eastern Europe (FAO)",NA,2020,8841563
"Eastern Europe (FAO)",NA,2021,9842739
"Eastern Europe (FAO)",NA,2022,9660442
"Eastern Europe (FAO)",NA,2023,9185744
"Ecuador","ECU",1961,2000
"Ecuador","ECU",1962,1920
"Ecuador","ECU",1963,2120
"Ecuador","ECU",1964,1893
"Ecuador","ECU",1965,1633
"Ecuador","ECU",1966,2796
"Ecuador","ECU",1967,3257
"Ecuador","ECU",1968,3064
"Ecuador","ECU",1969,4546
"Ecuador","ECU",1970,4752
"Ecuador","ECU",1971,5617
"Ecuador","ECU",1972,5571
"Ecuador","ECU",1973,3778
"Ecuador","ECU",1974,19021
"Ecuador","ECU",1975,22860
"Ecuador","ECU",1976,25342
"Ecuador","ECU",1977,27661
"Ecuador","ECU",1978,30521
"Ecuador","ECU",1979,30767
"Ecuador","ECU",1980,30899
"Ecuador","ECU",1981,33944
"Ecuador","ECU",1982,34644
"Ecuador","ECU",1983,35123
"Ecuador","ECU",1984,29437
"Ecuador","ECU",1985,29879
"Ecuador","ECU",1986,30723
"Ecuador","ECU",1987,32718
"Ecuador","ECU",1988,39154
"Ecuador","ECU",1989,31094
"Ecuador","ECU",1990,33224
"Ecuador","ECU",1991,15424
"Ecuador","ECU",1992,23365
"Ecuador","ECU",1993,30791
"Ecuador","ECU",1994,32922
"Ecuador","ECU",1995,20658
"Ecuador","ECU",1996,43433
"Ecuador","ECU",1997,24756
"Ecuador","ECU",1998,25080
"Ecuador","ECU",1999,12201
"Ecuador","ECU",2000,3873
"Ecuador","ECU",2001,12902
"Ecuador","ECU",2002,11177
"Ecuador","ECU",2003,11912
"Ecuador","ECU",2004,7915
"Ecuador","ECU",2005,16741
"Ecuador","ECU",2006,16850
"Ecuador","ECU",2007,17500
"Ecuador","ECU",2008,6687
"Ecuador","ECU",2009,8000
"Ecuador","ECU",2010,9072.74
"Ecuador","ECU",2011,9186.61
"Ecuador","ECU",2012,9129.07
"Ecuador","ECU",2013,8684.69
"Ecuador","ECU",2014,7405.64
"Ecuador","ECU",2015,6725.51
"Ecuador","ECU",2016,7605.28
"Ecuador","ECU",2017,7080.32
"Ecuador","ECU",2018,7137.04
"Ecuador","ECU",2019,7274.21
"Ecuador","ECU",2020,7163.86
"Ecuador","ECU",2021,7191.7
"Ecuador","ECU",2022,7209.93
"Ecuador","ECU",2023,7188.5
"Egypt","EGY",1961,3000
"Egypt","EGY",1962,5000
"Egypt","EGY",1963,5000
"Egypt","EGY",1964,7000
"Egypt","EGY",1965,6375
"Egypt","EGY",1966,6145
"Egypt","EGY",1967,5000
"Egypt","EGY",1968,4000
"Egypt","EGY",1969,4000
"Egypt","EGY",1970,4000
"Egypt","EGY",1971,7400
"Egypt","EGY",1972,7000
"Egypt","EGY",1973,8000
"Egypt","EGY",1974,8000
"Egypt","EGY",1975,8100
"Egypt","EGY",1976,9631
"Egypt","EGY",1977,9487
"Egypt","EGY",1978,16852
"Egypt","EGY",1979,17642
"Egypt","EGY",1980,13505
"Egypt","EGY",1981,23143
"Egypt","EGY",1982,23000
"Egypt","EGY",1983,26000
"Egypt","EGY",1984,27000
"Egypt","EGY",1985,29000
"Egypt","EGY",1986,34000
"Egypt","EGY",1987,31000
"Egypt","EGY",1988,44000
"Egypt","EGY",1989,45000
"Egypt","EGY",1990,61719
"Egypt","EGY",1991,64804
"Egypt","EGY",1992,260797
"Egypt","EGY",1993,354311
"Egypt","EGY",1994,312514
"Egypt","EGY",1995,437714
"Egypt","EGY",1996,412321
"Egypt","EGY",1997,403317
"Egypt","EGY",1998,388461
"Egypt","EGY",1999,415647
"Egypt","EGY",2000,468269
"Egypt","EGY",2001,473588
"Egypt","EGY",2002,524948
"Egypt","EGY",2003,533360
"Egypt","EGY",2004,546183
"Egypt","EGY",2005,578250
"Egypt","EGY",2006,570330
"Egypt","EGY",2007,557944
"Egypt","EGY",2008,550743
"Egypt","EGY",2009,508833
"Egypt","EGY",2010,493119
"Egypt","EGY",2011,455817
"Egypt","EGY",2012,541239
"Egypt","EGY",2013,629613
"Egypt","EGY",2014,623625
"Egypt","EGY",2015,695769
"Egypt","EGY",2016,754846
"Egypt","EGY",2017,716271
"Egypt","EGY",2018,716148
"Egypt","EGY",2019,701435
"Egypt","EGY",2020,751200
"Egypt","EGY",2021,863370
"Egypt","EGY",2022,887600
"Egypt","EGY",2023,892140.5
"El Salvador","SLV",2005,2500
"El Salvador","SLV",2006,5000
"El Salvador","SLV",2007,5000
"El Salvador","SLV",2008,10000
"El Salvador","SLV",2009,21000
"El Salvador","SLV",2010,23000
"El Salvador","SLV",2011,32000
"El Salvador","SLV",2012,34000
"El Salvador","SLV",2013,36538.52
"El Salvador","SLV",2014,39496.14
"El Salvador","SLV",2015,47273.19
"El Salvador","SLV",2016,41102.62
"El Salvador","SLV",2017,44605.45
"El Salvador","SLV",2018,45685.84
"El Salvador","SLV",2019,43797.97
"El Salvador","SLV",2020,44696.42
"El Salvador","SLV",2021,44726.75
"El Salvador","SLV",2022,44407.05
"El Salvador","SLV",2023,44610.07
"Estonia","EST",1992,21531
"Estonia","EST",1993,40037
"Estonia","EST",1994,14034
"Estonia","EST",1995,31493
"Estonia","EST",1996,9421
"Estonia","EST",1997,20027
"Estonia","EST",1998,8728
"Estonia","EST",1999,11384
"Estonia","EST",2000,18507
"Estonia","EST",2001,15094
"Estonia","EST",2002,17160
"Estonia","EST",2003,4899
"Estonia","EST",2004,2159
"Estonia","EST",2005,10663
"Estonia","EST",2006,2835
"Estonia","EST",2007,4087
"Estonia","EST",2008,2248
"Estonia","EST",2009,5446
"Estonia","EST",2010,1983
"Estonia","EST",2011,2702
"Estonia","EST",2012,1855
"Estonia","EST",2013,4411
"Estonia","EST",2014,2307
"Estonia","EST",2015,2700
"Estonia","EST",2016,5497
"Estonia","EST",2017,3648
"Estonia","EST",2018,1640
"Estonia","EST",2019,1850
"Estonia","EST",2020,1260
"Estonia","EST",2021,1970
"Estonia","EST",2022,3290
"Estonia","EST",2023,990
"Europe",NA,1961,10762462
"Europe",NA,1962,15089488
"Europe",NA,1963,14029214
"Europe",NA,1964,14956662
"Europe",NA,1965,13790150
"Europe",NA,1966,14227353
"Europe",NA,1967,17346876
"Europe",NA,1968,15957376
"Europe",NA,1969,17706960
"Europe",NA,1970,18201832
"Europe",NA,1971,17340428
"Europe",NA,1972,15471841
"Europe",NA,1973,19342544
"Europe",NA,1974,16651889
"Europe",NA,1975,19791100
"Europe",NA,1976,20134244
"Europe",NA,1977,18496880
"Europe",NA,1978,19339960
"Europe",NA,1979,21654370
"Europe",NA,1980,18899822
"Europe",NA,1981,17207004
"Europe",NA,1982,24546602
"Europe",NA,1983,22286824
"Europe",NA,1984,22644426
"Europe",NA,1985,20752912
"Europe",NA,1986,24464076
"Europe",NA,1987,17819326
"Europe",NA,1988,21663946
"Europe",NA,1989,20768604
"Europe",NA,1990,19295326
"Europe",NA,1991,14307682
"Europe",NA,1992,17381696
"Europe",NA,1993,18291982
"Europe",NA,1994,14095373
"Europe",NA,1995,13524405
"Europe",NA,1996,15966504
"Europe",NA,1997,16816696
"Europe",NA,1998,13673721
"Europe",NA,1999,13844143
"Europe",NA,2000,17702184
"Europe",NA,2001,15919104
"Europe",NA,2002,15646630
"Europe",NA,2003,15252730
"Europe",NA,2004,16417626
"Europe",NA,2005,14964094
"Europe",NA,2006,15043002
"Europe",NA,2007,14726497
"Europe",NA,2008,15302390
"Europe",NA,2009,15652759
"Europe",NA,2010,13873772
"Europe",NA,2011,14841161
"Europe",NA,2012,14696307
"Europe",NA,2013,16125238
"Europe",NA,2014,17495710
"Europe",NA,2015,17213682
"Europe",NA,2016,17267718
"Europe",NA,2017,14278662
"Europe",NA,2018,19704234
"Europe",NA,2019,17255962
"Europe",NA,2020,17814288
"Europe",NA,2021,18273230
"Europe",NA,2022,18502734
"Europe",NA,2023,17522372
"Europe (FAO)",NA,1961,10893040
"Europe (FAO)",NA,1962,15232609
"Europe (FAO)",NA,1963,14162309
"Europe (FAO)",NA,1964,15142611
"Europe (FAO)",NA,1965,13959648
"Europe (FAO)",NA,1966,14431733
"Europe (FAO)",NA,1967,17627716
"Europe (FAO)",NA,1968,16130248
"Europe (FAO)",NA,1969,18005340
"Europe (FAO)",NA,1970,18446316
"Europe (FAO)",NA,1971,17609760
"Europe (FAO)",NA,1972,15725385
"Europe (FAO)",NA,1973,19579096
"Europe (FAO)",NA,1974,16853220
"Europe (FAO)",NA,1975,20039464
"Europe (FAO)",NA,1976,20356864
"Europe (FAO)",NA,1977,18606106
"Europe (FAO)",NA,1978,19604040
"Europe (FAO)",NA,1979,21966772
"Europe (FAO)",NA,1980,19220378
"Europe (FAO)",NA,1981,17333084
"Europe (FAO)",NA,1982,24808266
"Europe (FAO)",NA,1983,22481240
"Europe (FAO)",NA,1984,22866276
"Europe (FAO)",NA,1985,20967036
"Europe (FAO)",NA,1986,24727236
"Europe (FAO)",NA,1987,18048626
"Europe (FAO)",NA,1988,21928046
"Europe (FAO)",NA,1989,21082804
"Europe (FAO)",NA,1990,19522276
"Europe (FAO)",NA,1991,14440557
"Europe (FAO)",NA,1992,17872016
"Europe (FAO)",NA,1993,18811198
"Europe (FAO)",NA,1994,14615523
"Europe (FAO)",NA,1995,14029040
"Europe (FAO)",NA,1996,16258692
"Europe (FAO)",NA,1997,17180350
"Europe (FAO)",NA,1998,14083451
"Europe (FAO)",NA,1999,14395025
"Europe (FAO)",NA,2000,17690884
"Europe (FAO)",NA,2001,15909804
"Europe (FAO)",NA,2002,15635830
"Europe (FAO)",NA,2003,15243230
"Europe (FAO)",NA,2004,16407077
"Europe (FAO)",NA,2005,14953313
"Europe (FAO)",NA,2006,15032260
"Europe (FAO)",NA,2007,14717903
"Europe (FAO)",NA,2008,15295847
"Europe (FAO)",NA,2009,15645485
"Europe (FAO)",NA,2010,13866822
"Europe (FAO)",NA,2011,14834040
"Europe (FAO)",NA,2012,14689465
"Europe (FAO)",NA,2013,16119925
"Europe (FAO)",NA,2014,17490862
"Europe (FAO)",NA,2015,17208802
"Europe (FAO)",NA,2016,17263518
"Europe (FAO)",NA,2017,14274870
"Europe (FAO)",NA,2018,19702324
"Europe (FAO)",NA,2019,17254122
"Europe (FAO)",NA,2020,17811618
"Europe (FAO)",NA,2021,18270220
"Europe (FAO)",NA,2022,18499384
"Europe (FAO)",NA,2023,17519472
"European Union (27)",NA,1961,7891520
"European Union (27)",NA,1962,11781286
"European Union (27)",NA,1963,10271698
"European Union (27)",NA,1964,10892902
"European Union (27)",NA,1965,10012120
"European Union (27)",NA,1966,10247575
"European Union (27)",NA,1967,12262437
"European Union (27)",NA,1968,10908776
"European Union (27)",NA,1969,12471514
"European Union (27)",NA,1970,11714097
"European Union (27)",NA,1971,10808245
"European Union (27)",NA,1972,9659183
"European Union (27)",NA,1973,12204808
"European Union (27)",NA,1974,10371632
"European Union (27)",NA,1975,12568117
"European Union (27)",NA,1976,11853808
"European Union (27)",NA,1977,9767027
"European Union (27)",NA,1978,12002119
"European Union (27)",NA,1979,12734377
"European Union (27)",NA,1980,12291618
"European Union (27)",NA,1981,9653952
"European Union (27)",NA,1982,14925106
"European Union (27)",NA,1983,12592984
"European Union (27)",NA,1984,13682727
"European Union (27)",NA,1985,12105586
"European Union (27)",NA,1986,14676048
"European Union (27)",NA,1987,11059265
"European Union (27)",NA,1988,13938669
"European Union (27)",NA,1989,12551606
"European Union (27)",NA,1990,11618581
"European Union (27)",NA,1991,8203806
"European Union (27)",NA,1992,12230251
"European Union (27)",NA,1993,12390696
"European Union (27)",NA,1994,10610879
"European Union (27)",NA,1995,9802728
"European Union (27)",NA,1996,11493770
"European Union (27)",NA,1997,11579256
"European Union (27)",NA,1998,10490130
"European Union (27)",NA,1999,11222492
"European Union (27)",NA,2000,13929270
"European Union (27)",NA,2001,12773956
"European Union (27)",NA,2002,11958546
"European Union (27)",NA,2003,11317913
"European Union (27)",NA,2004,12323075
"European Union (27)",NA,2005,11148691
"European Union (27)",NA,2006,11221488
"European Union (27)",NA,2007,10123353
"European Union (27)",NA,2008,11802732
"European Union (27)",NA,2009,11713547
"European Union (27)",NA,2010,10313028
"European Union (27)",NA,2011,11121418
"European Union (27)",NA,2012,10430598
"European Union (27)",NA,2013,11368996
"European Union (27)",NA,2014,12646123
"European Union (27)",NA,2015,12319571
"European Union (27)",NA,2016,12152080
"European Union (27)",NA,2017,9638869
"European Union (27)",NA,2018,13333440
"European Union (27)",NA,2019,11585410
"European Union (27)",NA,2020,11957250
"European Union (27)",NA,2021,12405480
"European Union (27)",NA,2022,12559830
"European Union (27)",NA,2023,12063980
"European Union (27) (FAO)",NA,1961,8023520
"European Union (27) (FAO)",NA,1962,11926286
"European Union (27) (FAO)",NA,1963,10406698
"European Union (27) (FAO)",NA,1964,11082102
"European Union (27) (FAO)",NA,1965,10188120
"European Union (27) (FAO)",NA,1966,10459575
"European Union (27) (FAO)",NA,1967,12553437
"European Union (27) (FAO)",NA,1968,11089776
"European Union (27) (FAO)",NA,1969,12777514
"European Union (27) (FAO)",NA,1970,11966097
"European Union (27) (FAO)",NA,1971,11088245
"European Union (27) (FAO)",NA,1972,9922683
"European Union (27) (FAO)",NA,1973,12450808
"European Union (27) (FAO)",NA,1974,10580582
"European Union (27) (FAO)",NA,1975,12825625
"European Union (27) (FAO)",NA,1976,12087399
"European Union (27) (FAO)",NA,1977,9886718
"European Union (27) (FAO)",NA,1978,12273819
"European Union (27) (FAO)",NA,1979,13056127
"European Union (27) (FAO)",NA,1980,12621318
"European Union (27) (FAO)",NA,1981,9787652
"European Union (27) (FAO)",NA,1982,15195406
"European Union (27) (FAO)",NA,1983,12796400
"European Union (27) (FAO)",NA,1984,13913577
"European Union (27) (FAO)",NA,1985,12326711
"European Union (27) (FAO)",NA,1986,14945708
"European Union (27) (FAO)",NA,1987,11295565
"European Union (27) (FAO)",NA,1988,14210269
"European Union (27) (FAO)",NA,1989,12874006
"European Union (27) (FAO)",NA,1990,11853681
"European Union (27) (FAO)",NA,1991,8344381
"European Union (27) (FAO)",NA,1992,12732571
"European Union (27) (FAO)",NA,1993,12920911
"European Union (27) (FAO)",NA,1994,11138529
"European Union (27) (FAO)",NA,1995,10316663
"European Union (27) (FAO)",NA,1996,11795958
"European Union (27) (FAO)",NA,1997,11952411
"European Union (27) (FAO)",NA,1998,10910860
"European Union (27) (FAO)",NA,1999,11784874
"European Union (27) (FAO)",NA,2000,13929270
"European Union (27) (FAO)",NA,2001,12773956
"European Union (27) (FAO)",NA,2002,11958546
"European Union (27) (FAO)",NA,2003,11317913
"European Union (27) (FAO)",NA,2004,12323075
"European Union (27) (FAO)",NA,2005,11148691
"European Union (27) (FAO)",NA,2006,11221488
"European Union (27) (FAO)",NA,2007,10123353
"European Union (27) (FAO)",NA,2008,11802732
"European Union (27) (FAO)",NA,2009,11713547
"European Union (27) (FAO)",NA,2010,10313028
"European Union (27) (FAO)",NA,2011,11121418
"European Union (27) (FAO)",NA,2012,10430598
"European Union (27) (FAO)",NA,2013,11368996
"European Union (27) (FAO)",NA,2014,12646122
"European Union (27) (FAO)",NA,2015,12319571
"European Union (27) (FAO)",NA,2016,12152080
"European Union (27) (FAO)",NA,2017,9638869
"European Union (27) (FAO)",NA,2018,13333440
"European Union (27) (FAO)",NA,2019,11585410
"European Union (27) (FAO)",NA,2020,11957250
"European Union (27) (FAO)",NA,2021,12405480
"European Union (27) (FAO)",NA,2022,12559830
"European Union (27) (FAO)",NA,2023,12063980
"Finland","FIN",1961,35000
"Finland","FIN",1962,35000
"Finland","FIN",1963,18000
"Finland","FIN",1964,45000
"Finland","FIN",1965,15000
"Finland","FIN",1966,10000
"Finland","FIN",1967,18000
"Finland","FIN",1968,20000
"Finland","FIN",1969,20000
"Finland","FIN",1970,23000
"Finland","FIN",1971,25000
"Finland","FIN",1972,20000
"Finland","FIN",1973,20000
"Finland","FIN",1974,16800
"Finland","FIN",1975,27900
"Finland","FIN",1976,19810
"Finland","FIN",1977,10100
"Finland","FIN",1978,10040
"Finland","FIN",1979,14580
"Finland","FIN",1980,12000
"Finland","FIN",1981,16000
"Finland","FIN",1982,16000
"Finland","FIN",1983,16000
"Finland","FIN",1984,12000
"Finland","FIN",1985,15000
"Finland","FIN",1986,15000
"Finland","FIN",1987,12000
"Finland","FIN",1988,14000
"Finland","FIN",1989,15000
"Finland","FIN",1990,7000
"Finland","FIN",1991,5500
"Finland","FIN",1992,9000
"Finland","FIN",1993,8000
"Finland","FIN",1994,6700
"Finland","FIN",1995,7300
"Finland","FIN",1996,5800
"Finland","FIN",1997,10500
"Finland","FIN",1998,1900
"Finland","FIN",1999,2427
"Finland","FIN",2000,2749
"Finland","FIN",2001,2699
"Finland","FIN",2002,3153
"Finland","FIN",2003,2834
"Finland","FIN",2004,2675
"Finland","FIN",2005,3610
"Finland","FIN",2006,3261
"Finland","FIN",2007,3468
"Finland","FIN",2008,4282
"Finland","FIN",2009,4268
"Finland","FIN",2010,4262
"Finland","FIN",2011,5249
"Finland","FIN",2012,4807
"Finland","FIN",2013,4905
"Finland","FIN",2014,5211
"Finland","FIN",2015,6027
"Finland","FIN",2016,6401
"Finland","FIN",2017,6758
"Finland","FIN",2018,7200
"Finland","FIN",2019,8090
"Finland","FIN",2020,7170
"Finland","FIN",2021,7890
"Finland","FIN",2022,7010
"Finland","FIN",2023,7800
"France","FRA",1961,2142000
"France","FRA",1962,5050000
"France","FRA",1963,2581000
"France","FRA",1964,3424000
"France","FRA",1965,3675000
"France","FRA",1966,2796000
"France","FRA",1967,3846000
"France","FRA",1968,3568000
"France","FRA",1969,3377000
"France","FRA",1970,3903000
"France","FRA",1971,2967000
"France","FRA",1972,2553000
"France","FRA",1973,3265000
"France","FRA",1974,2757000
"France","FRA",1975,3104000
"France","FRA",1976,2497000
