Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2011","2011","t","330","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2012","2012","t","900","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2013","2013","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2014","2014","t","2200","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2015","2015","t","2438.42","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2016","2016","t","1212.89","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2017","2017","t","1126.55","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2018","2018","t","869.53","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2019","2019","t","763.13","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2020","2020","t","1161.96","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2021","2021","t","1141.93","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2022","2022","t","1169.21","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2023","2023","t","1196.49","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2014","2014","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2015","2015","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2016","2016","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2017","2017","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01270","Mushrooms and truffles","2023","2023","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","1994","1994","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","1995","1995","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","1996","1996","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","1997","1997","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","1998","1998","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","1999","1999","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2000","2000","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2001","2001","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2002","2002","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2003","2003","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2004","2004","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2005","2005","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2006","2006","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2007","2007","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2008","2008","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2009","2009","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2010","2010","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2011","2011","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2012","2012","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2013","2013","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2014","2014","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2015","2015","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2016","2016","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2017","2017","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2018","2018","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2019","2019","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2020","2020","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2021","2021","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2023","2023","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1961","1961","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1962","1962","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1963","1963","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1964","1964","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1965","1965","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1966","1966","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1967","1967","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1968","1968","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1969","1969","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1970","1970","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1971","1971","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1972","1972","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1973","1973","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1974","1974","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1975","1975","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1976","1976","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1977","1977","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1978","1978","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1979","1979","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1980","1980","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1981","1981","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1982","1982","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1983","1983","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1984","1984","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1985","1985","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1986","1986","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1987","1987","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1988","1988","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1989","1989","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1990","1990","t","600","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1991","1991","t","800","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1992","1992","t","786.57","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1993","1993","t","843.76","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1994","1994","t","896.96","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1995","1995","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1996","1996","t","1000.04","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1997","1997","t","1100","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1998","1998","t","1067.27","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","1999","1999","t","1091.21","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2000","2000","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2001","2001","t","1163.1","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2002","2002","t","1211.25","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2003","2003","t","1251.65","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2004","2004","t","1392.04","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2005","2005","t","1487.01","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2006","2006","t","1563.51","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2007","2007","t","1642.94","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2008","2008","t","1723.28","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2009","2009","t","1803.36","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2010","2010","t","1882.54","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2011","2011","t","1960.31","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2012","2012","t","2100","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2013","2013","t","2050","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2014","2014","t","2145.18","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2015","2015","t","2268.68","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2016","2016","t","2358.42","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2017","2017","t","2443.68","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2018","2018","t","2524.99","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2019","2019","t","2605.41","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2020","2020","t","2709.44","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2021","2021","t","2751.76","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2022","2022","t","2831.57","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2023","2023","t","2911.38","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1961","1961","t","300","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1962","1962","t","300","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1963","1963","t","300","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1964","1964","t","300","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1965","1965","t","400","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1966","1966","t","400","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1967","1967","t","400","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1968","1968","t","500","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1969","1969","t","500","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1970","1970","t","500","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1971","1971","t","600","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1972","1972","t","600","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1973","1973","t","800","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1974","1974","t","680","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1975","1975","t","650","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1976","1976","t","650","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1977","1977","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1978","1978","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1979","1979","t","600","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1980","1980","t","600","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1981","1981","t","620","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1982","1982","t","620","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1983","1983","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1984","1984","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1985","1985","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1986","1986","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1987","1987","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1988","1988","t","630","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1989","1989","t","800","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1990","1990","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1991","1991","t","1500","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1992","1992","t","1700","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1993","1993","t","1600","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1994","1994","t","1700","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1995","1995","t","1714.43","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1996","1996","t","1700","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1997","1997","t","1714.69","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1998","1998","t","1750","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","1999","1999","t","1777.43","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","2000","2000","t","1800","E","Estimated value",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","01270","Mushrooms and truffles","2001","2001","t","1824.23","I","Value 
imputed by a
receiving 
agency",""
