"Entity","Code","Year","barley__00000044__production__005510__tonnes"
"Libya","LBY",1980,71000
"Libya","LBY",1981,120620
"Libya","LBY",1982,99600
"Libya","LBY",1983,203000
"Libya","LBY",1984,87000
"Libya","LBY",1985,80000
"Libya","LBY",1986,90000
"Libya","LBY",1987,99700
"Libya","LBY",1988,119000
"Libya","LBY",1989,134048
"Libya","LBY",1990,141476
"Libya","LBY",1991,125000
"Libya","LBY",1992,90000
"Libya","LBY",1993,50000
"Libya","LBY",1994,40000
"Libya","LBY",1995,23000
"Libya","LBY",1996,28200
"Libya","LBY",1997,42100
"Libya","LBY",1998,65000
"Libya","LBY",1999,75000
"Libya","LBY",2000,85000
"Libya","LBY",2001,85000
"Libya","LBY",2002,85000
"Libya","LBY",2003,85000
"Libya","LBY",2004,85000
"Libya","LBY",2005,1e+05
"Libya","LBY",2006,1e+05
"Libya","LBY",2007,1e+05
"Libya","LBY",2008,1e+05
"Libya","LBY",2009,101000
"Libya","LBY",2010,102000
"Libya","LBY",2011,98130
"Libya","LBY",2012,98000
"Libya","LBY",2013,97000
"Libya","LBY",2014,95000
"Libya","LBY",2015,85000
"Libya","LBY",2016,90000
"Libya","LBY",2017,60000
"Libya","LBY",2018,70000
"Libya","LBY",2019,70000
"Libya","LBY",2020,70000
"Libya","LBY",2021,70000
"Libya","LBY",2022,70000
"Libya","LBY",2023,68000
"Lithuania","LTU",1992,955100
"Lithuania","LTU",1993,1207900
"Lithuania","LTU",1994,1090500
"Lithuania","LTU",1995,891500
"Lithuania","LTU",1996,1176600
"Lithuania","LTU",1997,1193500
"Lithuania","LTU",1998,1104300
"Lithuania","LTU",1999,741600
"Lithuania","LTU",2000,859600
"Lithuania","LTU",2001,776200
"Lithuania","LTU",2002,871100
"Lithuania","LTU",2003,899800
"Lithuania","LTU",2004,859800
"Lithuania","LTU",2005,948300
"Lithuania","LTU",2006,743800
"Lithuania","LTU",2007,1013700
"Lithuania","LTU",2008,970400
"Lithuania","LTU",2009,858200
"Lithuania","LTU",2010,550000
"Lithuania","LTU",2011,759800
"Lithuania","LTU",2012,741900
"Lithuania","LTU",2013,685700
"Lithuania","LTU",2014,1018500
"Lithuania","LTU",2015,811500
"Lithuania","LTU",2016,545191
"Lithuania","LTU",2017,519732
"Lithuania","LTU",2018,619540
"Lithuania","LTU",2019,588450
"Lithuania","LTU",2020,705910
"Lithuania","LTU",2021,500410
"Lithuania","LTU",2022,522000
"Lithuania","LTU",2023,566880
"Low Income Food Deficit Countries (FAO)",NA,1961,1838960
"Low Income Food Deficit Countries (FAO)",NA,1962,2311307
"Low Income Food Deficit Countries (FAO)",NA,1963,2332210
"Low Income Food Deficit Countries (FAO)",NA,1964,2186689
"Low Income Food Deficit Countries (FAO)",NA,1965,2232150
"Low Income Food Deficit Countries (FAO)",NA,1966,1728272
"Low Income Food Deficit Countries (FAO)",NA,1967,2048720
"Low Income Food Deficit Countries (FAO)",NA,1968,1943133
"Low Income Food Deficit Countries (FAO)",NA,1969,2069574
"Low Income Food Deficit Countries (FAO)",NA,1970,1712008
"Low Income Food Deficit Countries (FAO)",NA,1971,1750405
"Low Income Food Deficit Countries (FAO)",NA,1972,2163023
"Low Income Food Deficit Countries (FAO)",NA,1973,1527519
"Low Income Food Deficit Countries (FAO)",NA,1974,2068302
"Low Income Food Deficit Countries (FAO)",NA,1975,1891953
"Low Income Food Deficit Countries (FAO)",NA,1976,2279693
"Low Income Food Deficit Countries (FAO)",NA,1977,1805374
"Low Income Food Deficit Countries (FAO)",NA,1978,2023837
"Low Income Food Deficit Countries (FAO)",NA,1979,1983056
"Low Income Food Deficit Countries (FAO)",NA,1980,3267481
"Low Income Food Deficit Countries (FAO)",NA,1981,3100160
"Low Income Food Deficit Countries (FAO)",NA,1982,2208723
"Low Income Food Deficit Countries (FAO)",NA,1983,2737700
"Low Income Food Deficit Countries (FAO)",NA,1984,1591600
"Low Income Food Deficit Countries (FAO)",NA,1985,2070994
"Low Income Food Deficit Countries (FAO)",NA,1986,2525237
"Low Income Food Deficit Countries (FAO)",NA,1987,2067769
"Low Income Food Deficit Countries (FAO)",NA,1988,4621409
"Low Income Food Deficit Countries (FAO)",NA,1989,1834812
"Low Income Food Deficit Countries (FAO)",NA,1990,2432224
"Low Income Food Deficit Countries (FAO)",NA,1991,2238443.2
"Low Income Food Deficit Countries (FAO)",NA,1992,3417723.2
"Low Income Food Deficit Countries (FAO)",NA,1993,3751092.2
"Low Income Food Deficit Countries (FAO)",NA,1994,3655263.2
"Low Income Food Deficit Countries (FAO)",NA,1995,3778588.5
"Low Income Food Deficit Countries (FAO)",NA,1996,3743851
"Low Income Food Deficit Countries (FAO)",NA,1997,2859109.5
"Low Income Food Deficit Countries (FAO)",NA,1998,2694808.8
"Low Income Food Deficit Countries (FAO)",NA,1999,2156206
"Low Income Food Deficit Countries (FAO)",NA,2000,1565585.9
"Low Income Food Deficit Countries (FAO)",NA,2001,1937761.1
"Low Income Food Deficit Countries (FAO)",NA,2002,3142272.8
"Low Income Food Deficit Countries (FAO)",NA,2003,3060066.8
"Low Income Food Deficit Countries (FAO)",NA,2004,2828542.8
"Low Income Food Deficit Countries (FAO)",NA,2005,3177678.5
"Low Income Food Deficit Countries (FAO)",NA,2006,3657445
"Low Income Food Deficit Countries (FAO)",NA,2007,3308875.8
"Low Income Food Deficit Countries (FAO)",NA,2008,2838703
"Low Income Food Deficit Countries (FAO)",NA,2009,4139552.2
"Low Income Food Deficit Countries (FAO)",NA,2010,3803881.8
"Low Income Food Deficit Countries (FAO)",NA,2011,3391524.8
"Low Income Food Deficit Countries (FAO)",NA,2012,3896120.2
"Low Income Food Deficit Countries (FAO)",NA,2013,4328753.5
"Low Income Food Deficit Countries (FAO)",NA,2014,3904880
"Low Income Food Deficit Countries (FAO)",NA,2015,4990117
"Low Income Food Deficit Countries (FAO)",NA,2016,4468788
"Low Income Food Deficit Countries (FAO)",NA,2017,4043326
"Low Income Food Deficit Countries (FAO)",NA,2018,3165855
"Low Income Food Deficit Countries (FAO)",NA,2019,6628712
"Low Income Food Deficit Countries (FAO)",NA,2020,5758425
"Low Income Food Deficit Countries (FAO)",NA,2021,3182767.8
"Low Income Food Deficit Countries (FAO)",NA,2022,3535031
"Low Income Food Deficit Countries (FAO)",NA,2023,4762221.5
"Low-income countries",NA,1961,1054746
"Low-income countries",NA,1962,1516472
"Low-income countries",NA,1963,1510578
"Low-income countries",NA,1964,1353197
"Low-income countries",NA,1965,1384541
"Low-income countries",NA,1966,860242
"Low-income countries",NA,1967,1210598
"Low-income countries",NA,1968,1125183
"Low-income countries",NA,1969,1231762
"Low-income countries",NA,1970,852895
"Low-income countries",NA,1971,872453
"Low-income countries",NA,1972,1286500
"Low-income countries",NA,1973,704486
"Low-income countries",NA,1974,1254266
"Low-income countries",NA,1975,1185099
"Low-income countries",NA,1976,1659246
"Low-income countries",NA,1977,821428
"Low-income countries",NA,1978,1255296
"Low-income countries",NA,1979,927300
"Low-income countries",NA,1980,2105579
"Low-income countries",NA,1981,1907487
"Low-income countries",NA,1982,1142640
"Low-income countries",NA,1983,1482060
"Low-income countries",NA,1984,738550
"Low-income countries",NA,1985,1162500
"Low-income countries",NA,1986,1538398
"Low-income countries",NA,1987,998215
"Low-income countries",NA,1988,3269836
"Low-income countries",NA,1989,710949
"Low-income countries",NA,1990,1267372
"Low-income countries",NA,1991,1308228.2
"Low-income countries",NA,1992,1484782.8
"Low-income countries",NA,1993,2786584
"Low-income countries",NA,1994,2891299
"Low-income countries",NA,1995,3163087
"Low-income countries",NA,1996,3224792.2
"Low-income countries",NA,1997,2389375.5
"Low-income countries",NA,1998,2294758.8
"Low-income countries",NA,1999,1733868
"Low-income countries",NA,2000,1187523
"Low-income countries",NA,2001,1460545
"Low-income countries",NA,2002,2567044
"Low-income countries",NA,2003,2512444
"Low-income countries",NA,2004,2298955
"Low-income countries",NA,2005,2654675
"Low-income countries",NA,2006,3133853
"Low-income countries",NA,2007,2771328
"Low-income countries",NA,2008,2288313
"Low-income countries",NA,2009,3384642.8
"Low-income countries",NA,2010,3118385
"Low-income countries",NA,2011,2791911
"Low-income countries",NA,2012,3268973.5
"Low-income countries",NA,2013,3602890.8
"Low-income countries",NA,2014,3287760
"Low-income countries",NA,2015,4170223
"Low-income countries",NA,2016,3576963.2
"Low-income countries",NA,2017,3156606.5
"Low-income countries",NA,2018,2329211
"Low-income countries",NA,2019,5703528.5
"Low-income countries",NA,2020,4794540
"Low-income countries",NA,2021,2547431.8
"Low-income countries",NA,2022,2591369
"Low-income countries",NA,2023,3923944.8
"Lower-middle-income countries",NA,1961,3902746
"Lower-middle-income countries",NA,1962,5143949
"Lower-middle-income countries",NA,1963,4946493
"Lower-middle-income countries",NA,1964,4109895
"Lower-middle-income countries",NA,1965,4675031
"Lower-middle-income countries",NA,1966,3535021
"Lower-middle-income countries",NA,1967,4331787
"Lower-middle-income countries",NA,1968,7253446
"Lower-middle-income countries",NA,1969,4969942
"Lower-middle-income countries",NA,1970,5149765
"Lower-middle-income countries",NA,1971,5847980
"Lower-middle-income countries",NA,1972,5675880
"Lower-middle-income countries",NA,1973,4219976
"Lower-middle-income countries",NA,1974,5425987
"Lower-middle-income countries",NA,1975,5494673
"Lower-middle-income countries",NA,1976,6769022
"Lower-middle-income countries",NA,1977,4213822
"Lower-middle-income countries",NA,1978,5251437
"Lower-middle-income countries",NA,1979,4754722
"Lower-middle-income countries",NA,1980,4575491
"Lower-middle-income countries",NA,1981,4095831
"Lower-middle-income countries",NA,1982,5177539
"Lower-middle-income countries",NA,1983,3880654
"Lower-middle-income countries",NA,1984,3974795
"Lower-middle-income countries",NA,1985,5252795
"Lower-middle-income countries",NA,1986,6151951
"Lower-middle-income countries",NA,1987,4225177
"Lower-middle-income countries",NA,1988,5556013
"Lower-middle-income countries",NA,1989,5399233
"Lower-middle-income countries",NA,1990,4620758
"Lower-middle-income countries",NA,1991,6103708
"Lower-middle-income countries",NA,1992,5280260.5
"Lower-middle-income countries",NA,1993,4636405
"Lower-middle-income countries",NA,1994,6640146
"Lower-middle-income countries",NA,1995,3586435.2
"Lower-middle-income countries",NA,1996,7413471
"Lower-middle-income countries",NA,1997,4173523
"Lower-middle-income countries",NA,1998,5174098
"Lower-middle-income countries",NA,1999,4493390
"Lower-middle-income countries",NA,2000,3113867.8
"Lower-middle-income countries",NA,2001,4029913.2
"Lower-middle-income countries",NA,2002,4478819
"Lower-middle-income countries",NA,2003,5450129.5
"Lower-middle-income countries",NA,2004,5789245.5
"Lower-middle-income countries",NA,2005,4032086.8
"Lower-middle-income countries",NA,2006,5020315
"Lower-middle-income countries",NA,2007,3578229.2
"Lower-middle-income countries",NA,2008,3721225
"Lower-middle-income countries",NA,2009,7407464
"Lower-middle-income countries",NA,2010,5125905.5
"Lower-middle-income countries",NA,2011,5582626
"Lower-middle-income countries",NA,2012,4491518.5
"Lower-middle-income countries",NA,2013,5838287.5
"Lower-middle-income countries",NA,2014,5169896
"Lower-middle-income countries",NA,2015,6513639
"Lower-middle-income countries",NA,2016,3601628.8
"Lower-middle-income countries",NA,2017,5892803.5
"Lower-middle-income countries",NA,2018,6070382
"Lower-middle-income countries",NA,2019,4964601.5
"Lower-middle-income countries",NA,2020,4145460
"Lower-middle-income countries",NA,2021,5805429.5
"Lower-middle-income countries",NA,2022,3796129.2
"Lower-middle-income countries",NA,2023,4462410
"Luxembourg","LUX",2000,53533
"Luxembourg","LUX",2001,53566
"Luxembourg","LUX",2002,51823
"Luxembourg","LUX",2003,55330
"Luxembourg","LUX",2004,52761
"Luxembourg","LUX",2005,52853
"Luxembourg","LUX",2006,50061
"Luxembourg","LUX",2007,44640
"Luxembourg","LUX",2008,52816
"Luxembourg","LUX",2009,54398
"Luxembourg","LUX",2010,43003
"Luxembourg","LUX",2011,38452
"Luxembourg","LUX",2012,37900
"Luxembourg","LUX",2013,42485
"Luxembourg","LUX",2014,45962
"Luxembourg","LUX",2015,44382
"Luxembourg","LUX",2016,33995
"Luxembourg","LUX",2017,34951
"Luxembourg","LUX",2018,35390
"Luxembourg","LUX",2019,36050
"Luxembourg","LUX",2020,33020
"Luxembourg","LUX",2021,29040
"Luxembourg","LUX",2022,37520
"Luxembourg","LUX",2023,30980
"Malta","MLT",1961,1900
"Malta","MLT",1962,1906
"Malta","MLT",1963,2180
"Malta","MLT",1964,1901
"Malta","MLT",1965,2175
"Malta","MLT",1966,1914
"Malta","MLT",1967,2159
"Malta","MLT",1968,1925
"Malta","MLT",1969,1693
"Malta","MLT",1970,1481
"Malta","MLT",1971,1485
"Malta","MLT",1972,1676
"Malta","MLT",1973,1541
"Malta","MLT",1974,1721
"Malta","MLT",1975,1961
"Malta","MLT",1976,2220
"Malta","MLT",1977,2638
"Malta","MLT",1978,2493
"Malta","MLT",1979,3012
"Malta","MLT",1980,3218
"Malta","MLT",1981,3968
"Malta","MLT",1982,3823
"Malta","MLT",1983,3696
"Malta","MLT",1984,4000
"Malta","MLT",1985,4000
"Malta","MLT",1986,3800
"Malta","MLT",1987,3800
"Malta","MLT",1988,3900
"Malta","MLT",1989,3500
"Malta","MLT",1990,4001
"Malta","MLT",1991,1800
"Malta","MLT",1992,1700
"Malta","MLT",1993,1500
"Malta","MLT",1994,1300
"Malta","MLT",1995,1100
"Malta","MLT",1996,2800
"Malta","MLT",1997,1507
"Malta","MLT",1998,1700
"Malta","MLT",1999,1900
"Malta","MLT",2000,2158
"Malta","MLT",2001,2200
"Malta","MLT",2002,2000
"Malta","MLT",2003,2200
"Malta","MLT",2004,2300
"Malta","MLT",2005,2200
"Malta","MLT",2006,2000
"Malta","MLT",2007,2200
"Malta","MLT",2008,2000
"Malta","MLT",2009,2100
"Malta","MLT",2010,2130.87
"Malta","MLT",2011,2128.82
"Malta","MLT",2012,2099.18
"Malta","MLT",2013,2109.31
"Malta","MLT",2014,2164.22
"Malta","MLT",2015,2180.12
"Malta","MLT",2016,2162.76
"Malta","MLT",2017,2174.34
"Malta","MLT",2018,0
"Malta","MLT",2019,0
"Malta","MLT",2020,0
"Malta","MLT",2021,0
"Malta","MLT",2022,0
"Malta","MLT",2023,0
"Mauritania","MRT",1961,200
"Mauritania","MRT",1962,200
"Mauritania","MRT",1963,200
"Mauritania","MRT",1964,210
"Mauritania","MRT",1965,200
"Mauritania","MRT",1966,200
"Mauritania","MRT",1967,200
"Mauritania","MRT",1968,220
"Mauritania","MRT",1969,220
"Mauritania","MRT",1970,220
"Mauritania","MRT",1971,220
"Mauritania","MRT",1972,200
"Mauritania","MRT",1973,150
"Mauritania","MRT",1974,160
"Mauritania","MRT",1975,170
"Mauritania","MRT",1976,180
"Mauritania","MRT",1977,200
"Mauritania","MRT",1978,150
"Mauritania","MRT",1979,200
"Mauritania","MRT",1980,220
"Mauritania","MRT",1981,300
"Mauritania","MRT",1982,310
"Mauritania","MRT",1983,320
"Mauritania","MRT",1984,340
"Mauritania","MRT",1985,350
"Mauritania","MRT",1986,350
"Mauritania","MRT",1987,370
"Mauritania","MRT",1988,380
"Mauritania","MRT",1989,390
"Mauritania","MRT",1990,410
"Mauritania","MRT",1991,420
"Mauritania","MRT",1992,400
"Mauritania","MRT",1993,300
"Mauritania","MRT",1994,353.49
"Mauritania","MRT",1995,390.42
"Mauritania","MRT",1996,370.9
"Mauritania","MRT",1997,300
"Mauritania","MRT",1998,500
"Mauritania","MRT",1999,680
"Mauritania","MRT",2000,680
"Mauritania","MRT",2001,1000
"Mauritania","MRT",2002,800
"Mauritania","MRT",2003,1130
"Mauritania","MRT",2010,1333.41
"Mauritania","MRT",2011,1343.35
"Mauritania","MRT",2012,1359.35
"Mauritania","MRT",2013,1378.02
"Mauritania","MRT",2014,1430
"Mauritania","MRT",2015,1400
"Mauritania","MRT",2016,1430
"Mauritania","MRT",2017,1456.14
"Mauritania","MRT",2018,1464.76
"Mauritania","MRT",2019,1473.48
"Mauritania","MRT",2020,1464.79
"Mauritania","MRT",2021,1467.68
"Mauritania","MRT",2022,1468.65
"Mauritania","MRT",2023,1467.04
"Mexico","MEX",1961,174132
"Mexico","MEX",1962,151115
"Mexico","MEX",1963,185616
"Mexico","MEX",1964,170564
"Mexico","MEX",1965,193235
"Mexico","MEX",1966,220063
"Mexico","MEX",1967,203373
"Mexico","MEX",1968,252706
"Mexico","MEX",1969,212477
"Mexico","MEX",1970,237563
"Mexico","MEX",1971,270332
"Mexico","MEX",1972,310073
"Mexico","MEX",1973,392360
"Mexico","MEX",1974,250391
"Mexico","MEX",1975,440254
"Mexico","MEX",1976,549226
"Mexico","MEX",1977,417785
"Mexico","MEX",1978,505274
"Mexico","MEX",1979,367545
"Mexico","MEX",1980,529858
"Mexico","MEX",1981,550781
"Mexico","MEX",1982,423505
"Mexico","MEX",1983,557413
"Mexico","MEX",1984,619026
"Mexico","MEX",1985,536182
"Mexico","MEX",1986,512339
"Mexico","MEX",1987,617867
"Mexico","MEX",1988,370498
"Mexico","MEX",1989,435035
"Mexico","MEX",1990,491941
"Mexico","MEX",1991,580196
"Mexico","MEX",1992,549966
"Mexico","MEX",1993,540529
"Mexico","MEX",1994,307266
"Mexico","MEX",1995,486636
"Mexico","MEX",1996,585754
"Mexico","MEX",1997,470671
"Mexico","MEX",1998,410766
"Mexico","MEX",1999,454133
"Mexico","MEX",2000,712619
"Mexico","MEX",2001,762156
"Mexico","MEX",2002,736629
"Mexico","MEX",2003,1084600
"Mexico","MEX",2004,931500
"Mexico","MEX",2005,760691
"Mexico","MEX",2006,869297
"Mexico","MEX",2007,653074
"Mexico","MEX",2008,781179
"Mexico","MEX",2009,518850
"Mexico","MEX",2010,672367
"Mexico","MEX",2011,487448
"Mexico","MEX",2012,1031533
"Mexico","MEX",2013,594437
"Mexico","MEX",2014,845706.94
"Mexico","MEX",2015,734831.7
"Mexico","MEX",2016,978348.56
"Mexico","MEX",2017,1008158.25
"Mexico","MEX",2018,1008642.25
"Mexico","MEX",2019,964082.56
"Mexico","MEX",2020,864293.25
"Mexico","MEX",2021,1032812.06
"Mexico","MEX",2022,1023969.25
"Mexico","MEX",2023,832037.25
"Middle Africa (FAO)",NA,1961,439
"Middle Africa (FAO)",NA,1962,439
"Middle Africa (FAO)",NA,1963,392
"Middle Africa (FAO)",NA,1964,352
"Middle Africa (FAO)",NA,1965,341
"Middle Africa (FAO)",NA,1966,382
"Middle Africa (FAO)",NA,1967,401
"Middle Africa (FAO)",NA,1968,2020
"Middle Africa (FAO)",NA,1969,2515
"Middle Africa (FAO)",NA,1970,1975
"Middle Africa (FAO)",NA,1971,2000
"Middle Africa (FAO)",NA,1972,2000
"Middle Africa (FAO)",NA,1973,1500
"Middle Africa (FAO)",NA,1974,754
"Middle Africa (FAO)",NA,1975,421
"Middle Africa (FAO)",NA,1976,300
"Middle Africa (FAO)",NA,1977,300
"Middle Africa (FAO)",NA,1978,300
"Middle Africa (FAO)",NA,1979,300
"Middle Africa (FAO)",NA,1980,300
"Middle Africa (FAO)",NA,1981,300
"Middle Africa (FAO)",NA,1982,300
"Middle Africa (FAO)",NA,1983,300
"Middle Africa (FAO)",NA,1984,300
"Middle Africa (FAO)",NA,1985,300
"Middle Africa (FAO)",NA,1986,300
"Middle Africa (FAO)",NA,1987,350
"Middle Africa (FAO)",NA,1988,350
"Middle Africa (FAO)",NA,1989,350
"Middle Africa (FAO)",NA,1990,369
"Middle Africa (FAO)",NA,1991,316.22
"Middle Africa (FAO)",NA,1992,332.78
"Middle Africa (FAO)",NA,1993,362
"Middle Africa (FAO)",NA,1994,400
"Middle Africa (FAO)",NA,1995,401.06
"Middle Africa (FAO)",NA,1996,414.16
"Middle Africa (FAO)",NA,1997,427.47
"Middle Africa (FAO)",NA,1998,438.78
"Middle Africa (FAO)",NA,1999,450
"Middle Africa (FAO)",NA,2000,500
"Middle Africa (FAO)",NA,2001,500
"Middle Africa (FAO)",NA,2002,500
"Middle Africa (FAO)",NA,2003,500
"Middle Africa (FAO)",NA,2004,585
"Middle Africa (FAO)",NA,2005,650
"Middle Africa (FAO)",NA,2006,675
"Middle Africa (FAO)",NA,2007,680
"Middle Africa (FAO)",NA,2008,630
"Middle Africa (FAO)",NA,2009,750
"Middle Africa (FAO)",NA,2010,800
"Middle Africa (FAO)",NA,2011,858.47
"Middle Africa (FAO)",NA,2012,950
"Middle Africa (FAO)",NA,2013,950
"Middle Africa (FAO)",NA,2014,954.05
"Middle Africa (FAO)",NA,2015,987.23
"Middle Africa (FAO)",NA,2016,963.76
"Middle Africa (FAO)",NA,2017,979.91
"Middle Africa (FAO)",NA,2018,1012.28
"Middle Africa (FAO)",NA,2019,985.32
"Middle Africa (FAO)",NA,2020,992.5
"Middle Africa (FAO)",NA,2021,996.7
"Middle Africa (FAO)",NA,2022,991.51
"Middle Africa (FAO)",NA,2023,993.57
"Moldova","MDA",1992,405195
"Moldova","MDA",1993,481030
"Moldova","MDA",1994,325320
"Moldova","MDA",1995,337609
"Moldova","MDA",1996,140951
"Moldova","MDA",1997,288633
"Moldova","MDA",1998,215882
"Moldova","MDA",1999,182559
"Moldova","MDA",2000,133031
"Moldova","MDA",2001,230942
"Moldova","MDA",2002,220475
"Moldova","MDA",2003,56583
"Moldova","MDA",2004,268297
"Moldova","MDA",2005,211954
"Moldova","MDA",2006,200108
"Moldova","MDA",2007,115237
"Moldova","MDA",2008,353124
"Moldova","MDA",2009,261430
"Moldova","MDA",2010,208405
"Moldova","MDA",2011,193983
"Moldova","MDA",2012,117864
"Moldova","MDA",2013,218571
"Moldova","MDA",2014,220606
"Moldova","MDA",2015,178827
"Moldova","MDA",2016,255707
"Moldova","MDA",2017,248843
"Moldova","MDA",2018,175296
"Moldova","MDA",2019,168060
"Moldova","MDA",2020,106763
"Moldova","MDA",2021,253391
"Moldova","MDA",2022,132707
"Moldova","MDA",2023,242927
"Mongolia","MNG",1961,11000
"Mongolia","MNG",1962,17000
"Mongolia","MNG",1963,12000
"Mongolia","MNG",1964,11400
"Mongolia","MNG",1965,8600
"Mongolia","MNG",1966,8900
"Mongolia","MNG",1967,11200
"Mongolia","MNG",1968,6000
"Mongolia","MNG",1969,4100
"Mongolia","MNG",1970,9000
"Mongolia","MNG",1971,20200
"Mongolia","MNG",1972,17300
"Mongolia","MNG",1973,47900
"Mongolia","MNG",1974,34100
"Mongolia","MNG",1975,64100
"Mongolia","MNG",1976,53700
"Mongolia","MNG",1977,50500
"Mongolia","MNG",1978,48600
"Mongolia","MNG",1979,55000
"Mongolia","MNG",1980,35200
"Mongolia","MNG",1981,32800
"Mongolia","MNG",1982,67600
"Mongolia","MNG",1983,88800
"Mongolia","MNG",1984,87400
"Mongolia","MNG",1985,132400
"Mongolia","MNG",1986,145800
"Mongolia","MNG",1987,101978
"Mongolia","MNG",1988,100230
"Mongolia","MNG",1989,112000
"Mongolia","MNG",1990,88900
"Mongolia","MNG",1991,48000
"Mongolia","MNG",1992,35000
"Mongolia","MNG",1993,22300
"Mongolia","MNG",1994,6100
"Mongolia","MNG",1995,4200
"Mongolia","MNG",1996,4127
"Mongolia","MNG",1997,2082
"Mongolia","MNG",1998,2414
"Mongolia","MNG",1999,1434
"Mongolia","MNG",2000,1672
"Mongolia","MNG",2001,1800
"Mongolia","MNG",2002,1797
"Mongolia","MNG",2003,1935
"Mongolia","MNG",2004,1800
"Mongolia","MNG",2005,2000
"Mongolia","MNG",2006,8282
"Mongolia","MNG",2007,3908
"Mongolia","MNG",2008,1394
"Mongolia","MNG",2009,1844
"Mongolia","MNG",2010,4320
"Mongolia","MNG",2011,4363
"Mongolia","MNG",2012,5925
"Mongolia","MNG",2013,4407
"Mongolia","MNG",2014,8531
"Mongolia","MNG",2015,2460
"Mongolia","MNG",2016,6483.1
"Mongolia","MNG",2017,1693.6
"Mongolia","MNG",2018,2354.87
"Mongolia","MNG",2019,2511.92
"Mongolia","MNG",2020,3234.81
"Mongolia","MNG",2021,11687.19
"Mongolia","MNG",2022,4125.71
"Mongolia","MNG",2023,6517.67
"Montenegro","MNE",2006,1966
"Montenegro","MNE",2007,248
"Montenegro","MNE",2008,604
"Montenegro","MNE",2009,598
"Montenegro","MNE",2010,542
"Montenegro","MNE",2011,1123
"Montenegro","MNE",2012,953
"Montenegro","MNE",2013,1182.3
"Montenegro","MNE",2014,1147
"Montenegro","MNE",2015,952
"Montenegro","MNE",2016,1067.8
"Montenegro","MNE",2017,1073.2
"Montenegro","MNE",2018,1082.1
"Montenegro","MNE",2019,983
"Montenegro","MNE",2020,934
"Montenegro","MNE",2021,872
"Montenegro","MNE",2022,814.1
"Montenegro","MNE",2023,940.18
"Morocco","MAR",1961,571680
"Morocco","MAR",1962,1422000
"Morocco","MAR",1963,1751771
"Morocco","MAR",1964,1401705
"Morocco","MAR",1965,1431565
"Morocco","MAR",1966,703500
"Morocco","MAR",1967,1520000
"Morocco","MAR",1968,3212000
"Morocco","MAR",1969,2042000
"Morocco","MAR",1970,1955200
"Morocco","MAR",1971,2573900
"Morocco","MAR",1972,2467890
"Morocco","MAR",1973,1256600
"Morocco","MAR",1974,2389000
"Morocco","MAR",1975,1587000
"Morocco","MAR",1976,2862000
"Morocco","MAR",1977,1347000
"Morocco","MAR",1978,2328000
"Morocco","MAR",1979,1888000
"Morocco","MAR",1980,2209670
"Morocco","MAR",1981,1039000
"Morocco","MAR",1982,2333760
"Morocco","MAR",1983,1227870
"Morocco","MAR",1984,1405000
"Morocco","MAR",1985,2541400
"Morocco","MAR",1986,3563000
"Morocco","MAR",1987,1543300
"Morocco","MAR",1988,3454030
"Morocco","MAR",1989,2998620
"Morocco","MAR",1990,2137640
"Morocco","MAR",1991,3252520
"Morocco","MAR",1992,1080690
"Morocco","MAR",1993,1026830
"Morocco","MAR",1994,3719910
"Morocco","MAR",1995,607690
"Morocco","MAR",1996,3831130
"Morocco","MAR",1997,1324240
"Morocco","MAR",1998,1970000
"Morocco","MAR",1999,1473980
"Morocco","MAR",2000,466810
"Morocco","MAR",2001,1155240
"Morocco","MAR",2002,1668980
"Morocco","MAR",2003,2620390
"Morocco","MAR",2004,2760340
"Morocco","MAR",2005,1102130
"Morocco","MAR",2006,2535080
"Morocco","MAR",2007,762550
"Morocco","MAR",2008,1353240
"Morocco","MAR",2009,3769500
"Morocco","MAR",2010,2566450
"Morocco","MAR",2011,2317611
"Morocco","MAR",2012,1201388
"Morocco","MAR",2013,2722621.5
"Morocco","MAR",2014,1638086.2
"Morocco","MAR",2015,3396992.2
"Morocco","MAR",2016,619918.6
"Morocco","MAR",2017,2466462
"Morocco","MAR",2018,2851022
"Morocco","MAR",2019,1161182.9
"Morocco","MAR",2020,645032.3
"Morocco","MAR",2021,2780345.5
"Morocco","MAR",2022,696379.8
"Morocco","MAR",2023,1348114.5
"Myanmar","MMR",1961,0
"Myanmar","MMR",1962,0
"Myanmar","MMR",1963,0
"Myanmar","MMR",1964,0
"Myanmar","MMR",1965,0
"Myanmar","MMR",1966,0
"Myanmar","MMR",1967,0
"Myanmar","MMR",1968,0
"Myanmar","MMR",1969,0
"Myanmar","MMR",1970,0
"Myanmar","MMR",1971,0
"Myanmar","MMR",1972,0
"Myanmar","MMR",1973,0
"Myanmar","MMR",1974,0
"Myanmar","MMR",1975,0
"Myanmar","MMR",1976,0
"Myanmar","MMR",1977,0
"Myanmar","MMR",1978,0
"Myanmar","MMR",1979,0
"Myanmar","MMR",1980,0
"Myanmar","MMR",1981,0
"Myanmar","MMR",1982,0
"Myanmar","MMR",1983,0
"Myanmar","MMR",1984,0
"Myanmar","MMR",1985,453
"Myanmar","MMR",1986,324
"Myanmar","MMR",1987,234
"Myanmar","MMR",1988,83
"Myanmar","MMR",1989,0
"Nepal","NPL",1961,18000
"Nepal","NPL",1962,20000
"Nepal","NPL",1963,22000
