"Entity","Code","Year","wheat__00000015__production__005510__tonnes"
"Czechoslovakia","OWID_CZS",1972,4016814
"Czechoslovakia","OWID_CZS",1973,4645797
"Czechoslovakia","OWID_CZS",1974,5059080
"Czechoslovakia","OWID_CZS",1975,4202464
"Czechoslovakia","OWID_CZS",1976,4806956
"Czechoslovakia","OWID_CZS",1977,5213632
"Czechoslovakia","OWID_CZS",1978,5600588
"Czechoslovakia","OWID_CZS",1979,3736134
"Czechoslovakia","OWID_CZS",1980,5386000
"Czechoslovakia","OWID_CZS",1981,4324783
"Czechoslovakia","OWID_CZS",1982,4606334
"Czechoslovakia","OWID_CZS",1983,5819981
"Czechoslovakia","OWID_CZS",1984,6170309
"Czechoslovakia","OWID_CZS",1985,6023006
"Czechoslovakia","OWID_CZS",1986,5305006
"Czechoslovakia","OWID_CZS",1987,6154228
"Czechoslovakia","OWID_CZS",1988,6547075
"Czechoslovakia","OWID_CZS",1989,6356066
"Czechoslovakia","OWID_CZS",1990,6706872
"Czechoslovakia","OWID_CZS",1991,6205388
"Czechoslovakia","OWID_CZS",1992,5110300
"Democratic Republic of Congo","COD",1961,2127
"Democratic Republic of Congo","COD",1962,2970
"Democratic Republic of Congo","COD",1963,2892
"Democratic Republic of Congo","COD",1964,3084
"Democratic Republic of Congo","COD",1965,3000
"Democratic Republic of Congo","COD",1966,3300
"Democratic Republic of Congo","COD",1967,3956
"Democratic Republic of Congo","COD",1968,2806
"Democratic Republic of Congo","COD",1969,3420
"Democratic Republic of Congo","COD",1970,3256
"Democratic Republic of Congo","COD",1971,2000
"Democratic Republic of Congo","COD",1972,1655
"Democratic Republic of Congo","COD",1973,1324
"Democratic Republic of Congo","COD",1974,3400
"Democratic Republic of Congo","COD",1975,3500
"Democratic Republic of Congo","COD",1976,3600
"Democratic Republic of Congo","COD",1977,3500
"Democratic Republic of Congo","COD",1978,3600
"Democratic Republic of Congo","COD",1979,2900
"Democratic Republic of Congo","COD",1980,3100
"Democratic Republic of Congo","COD",1981,3100
"Democratic Republic of Congo","COD",1982,3200
"Democratic Republic of Congo","COD",1983,3400
"Democratic Republic of Congo","COD",1984,3400
"Democratic Republic of Congo","COD",1985,3400
"Democratic Republic of Congo","COD",1986,8260
"Democratic Republic of Congo","COD",1987,6510
"Democratic Republic of Congo","COD",1988,6590
"Democratic Republic of Congo","COD",1989,6670
"Democratic Republic of Congo","COD",1990,6750
"Democratic Republic of Congo","COD",1991,6830
"Democratic Republic of Congo","COD",1992,9230
"Democratic Republic of Congo","COD",1993,9730
"Democratic Republic of Congo","COD",1994,10250
"Democratic Republic of Congo","COD",1995,10818
"Democratic Republic of Congo","COD",1996,10255
"Democratic Republic of Congo","COD",1997,10342
"Democratic Republic of Congo","COD",1998,10443
"Democratic Republic of Congo","COD",1999,9900
"Democratic Republic of Congo","COD",2000,9385
"Democratic Republic of Congo","COD",2001,8897
"Democratic Republic of Congo","COD",2002,8440
"Democratic Republic of Congo","COD",2003,8490
"Democratic Republic of Congo","COD",2004,8540
"Democratic Republic of Congo","COD",2005,8590
"Democratic Republic of Congo","COD",2006,8640
"Democratic Republic of Congo","COD",2007,8690
"Democratic Republic of Congo","COD",2008,8740
"Democratic Republic of Congo","COD",2009,8790
"Democratic Republic of Congo","COD",2010,8841
"Democratic Republic of Congo","COD",2011,8841
"Democratic Republic of Congo","COD",2012,9292.28
"Democratic Republic of Congo","COD",2013,9602.49
"Democratic Republic of Congo","COD",2014,10000
"Democratic Republic of Congo","COD",2015,9500
"Democratic Republic of Congo","COD",2016,11000
"Democratic Republic of Congo","COD",2017,10000
"Democratic Republic of Congo","COD",2018,11500
"Democratic Republic of Congo","COD",2019,10042.21
"Democratic Republic of Congo","COD",2020,9000
"Democratic Republic of Congo","COD",2021,9000
"Democratic Republic of Congo","COD",2022,9000
"Democratic Republic of Congo","COD",2023,9000
"Denmark","DNK",1961,434057
"Denmark","DNK",1962,643992
"Denmark","DNK",1963,494060
"Denmark","DNK",1964,541454
"Denmark","DNK",1965,563769
"Denmark","DNK",1966,400474
"Denmark","DNK",1967,420312
"Denmark","DNK",1968,464851
"Denmark","DNK",1969,428455
"Denmark","DNK",1970,512491
"Denmark","DNK",1971,585206
"Denmark","DNK",1972,592215
"Denmark","DNK",1973,542247
"Denmark","DNK",1974,591572
"Denmark","DNK",1975,519381
"Denmark","DNK",1976,592557
"Denmark","DNK",1977,605645
"Denmark","DNK",1978,642428
"Denmark","DNK",1979,589886
"Denmark","DNK",1980,652372
"Denmark","DNK",1981,834765
"Denmark","DNK",1982,1206971
"Denmark","DNK",1983,1547845
"Denmark","DNK",1984,2445877
"Denmark","DNK",1985,1972165
"Denmark","DNK",1986,2177228
"Denmark","DNK",1987,2284719
"Denmark","DNK",1988,2080441
"Denmark","DNK",1989,3224153
"Denmark","DNK",1990,3953412
"Denmark","DNK",1991,3669852
"Denmark","DNK",1992,3583011
"Denmark","DNK",1993,4334000
"Denmark","DNK",1994,3725194
"Denmark","DNK",1995,4598500
"Denmark","DNK",1996,4757742
"Denmark","DNK",1997,4964703
"Denmark","DNK",1998,4928375
"Denmark","DNK",1999,4470745
"Denmark","DNK",2000,4693422
"Denmark","DNK",2001,4663938
"Denmark","DNK",2002,4056240
"Denmark","DNK",2003,4701382
"Denmark","DNK",2004,4758500
"Denmark","DNK",2005,4887200
"Denmark","DNK",2006,4801600
"Denmark","DNK",2007,4519200
"Denmark","DNK",2008,5018700
"Denmark","DNK",2009,5940400
"Denmark","DNK",2010,5059900
"Denmark","DNK",2011,4831000
"Denmark","DNK",2012,4525100
"Denmark","DNK",2013,4145200
"Denmark","DNK",2014,5153300
"Denmark","DNK",2015,5029300
"Denmark","DNK",2016,4201500
"Denmark","DNK",2017,4834100
"Denmark","DNK",2018,2623930
"Denmark","DNK",2019,4642090
"Denmark","DNK",2020,4070410
"Denmark","DNK",2021,4047090
"Denmark","DNK",2022,4165400
"Denmark","DNK",2023,3556260
"Eastern Africa (FAO)",NA,1961,781065
"Eastern Africa (FAO)",NA,1962,772963
"Eastern Africa (FAO)",NA,1963,821822
"Eastern Africa (FAO)",NA,1964,835699
"Eastern Africa (FAO)",NA,1965,921323
"Eastern Africa (FAO)",NA,1966,918155
"Eastern Africa (FAO)",NA,1967,969866
"Eastern Africa (FAO)",NA,1968,1071975
"Eastern Africa (FAO)",NA,1969,1119820
"Eastern Africa (FAO)",NA,1970,1165901
"Eastern Africa (FAO)",NA,1971,1220137
"Eastern Africa (FAO)",NA,1972,1234171
"Eastern Africa (FAO)",NA,1973,973112
"Eastern Africa (FAO)",NA,1974,1027234
"Eastern Africa (FAO)",NA,1975,1075640
"Eastern Africa (FAO)",NA,1976,966932
"Eastern Africa (FAO)",NA,1977,1033816
"Eastern Africa (FAO)",NA,1978,906643
"Eastern Africa (FAO)",NA,1979,969905
"Eastern Africa (FAO)",NA,1980,1072717
"Eastern Africa (FAO)",NA,1981,1145008
"Eastern Africa (FAO)",NA,1982,1245477
"Eastern Africa (FAO)",NA,1983,1407100
"Eastern Africa (FAO)",NA,1984,1031877
"Eastern Africa (FAO)",NA,1985,1251098
"Eastern Africa (FAO)",NA,1986,1402068
"Eastern Africa (FAO)",NA,1987,1359387
"Eastern Africa (FAO)",NA,1988,1431960
"Eastern Africa (FAO)",NA,1989,1510723
"Eastern Africa (FAO)",NA,1990,1573188
"Eastern Africa (FAO)",NA,1991,1504921
"Eastern Africa (FAO)",NA,1992,1314732.9
"Eastern Africa (FAO)",NA,1993,1553142.1
"Eastern Africa (FAO)",NA,1994,1548042
"Eastern Africa (FAO)",NA,1995,1631017.1
"Eastern Africa (FAO)",NA,1996,1922889.8
"Eastern Africa (FAO)",NA,1997,1791598.8
"Eastern Africa (FAO)",NA,1998,1899873.6
"Eastern Africa (FAO)",NA,1999,1837225.4
"Eastern Africa (FAO)",NA,2000,1828569
"Eastern Africa (FAO)",NA,2001,2302160
"Eastern Africa (FAO)",NA,2002,2147915.5
"Eastern Africa (FAO)",NA,2003,2386418.5
"Eastern Africa (FAO)",NA,2004,2455590
"Eastern Africa (FAO)",NA,2005,3098850.5
"Eastern Africa (FAO)",NA,2006,3082635
"Eastern Africa (FAO)",NA,2007,3238606
"Eastern Africa (FAO)",NA,2008,2905397
"Eastern Africa (FAO)",NA,2009,3674837.5
"Eastern Africa (FAO)",NA,2010,3719901.2
"Eastern Africa (FAO)",NA,2011,3661263
"Eastern Africa (FAO)",NA,2012,4388624
"Eastern Africa (FAO)",NA,2013,4896381.5
"Eastern Africa (FAO)",NA,2014,4962473
"Eastern Africa (FAO)",NA,2015,5310766.5
"Eastern Africa (FAO)",NA,2016,5119019.5
"Eastern Africa (FAO)",NA,2017,5181037
"Eastern Africa (FAO)",NA,2018,5498998.5
"Eastern Africa (FAO)",NA,2019,6085593.5
"Eastern Africa (FAO)",NA,2020,6449477
"Eastern Africa (FAO)",NA,2021,6861027.5
"Eastern Africa (FAO)",NA,2022,6811696
"Eastern Africa (FAO)",NA,2023,6869027.5
"Eastern Asia (FAO)",NA,1961,16430648
"Eastern Asia (FAO)",NA,1962,18877500
"Eastern Asia (FAO)",NA,1963,19733248
"Eastern Asia (FAO)",NA,1964,22726908
"Eastern Asia (FAO)",NA,1965,27093492
"Eastern Asia (FAO)",NA,1966,26848508
"Eastern Asia (FAO)",NA,1967,30076772
"Eastern Asia (FAO)",NA,1968,28970472
"Eastern Asia (FAO)",NA,1969,28478880
"Eastern Asia (FAO)",NA,1970,30219104
"Eastern Asia (FAO)",NA,1971,33621520
"Eastern Asia (FAO)",NA,1972,36676150
"Eastern Asia (FAO)",NA,1973,35965576
"Eastern Asia (FAO)",NA,1974,41523844
"Eastern Asia (FAO)",NA,1975,46122376
"Eastern Asia (FAO)",NA,1976,51078252
"Eastern Asia (FAO)",NA,1977,41790356
"Eastern Asia (FAO)",NA,1978,54634800
"Eastern Asia (FAO)",NA,1979,63670800
"Eastern Asia (FAO)",NA,1980,56216396
"Eastern Asia (FAO)",NA,1981,60696736
"Eastern Asia (FAO)",NA,1982,69841020
"Eastern Asia (FAO)",NA,1983,82970104
"Eastern Asia (FAO)",NA,1984,89167500
"Eastern Asia (FAO)",NA,1985,87507350
"Eastern Asia (FAO)",NA,1986,91730640
"Eastern Asia (FAO)",NA,1987,87448460
"Eastern Asia (FAO)",NA,1988,87256616
"Eastern Asia (FAO)",NA,1989,92611570
"Eastern Asia (FAO)",NA,1990,99896530
"Eastern Asia (FAO)",NA,1991,97386340
"Eastern Asia (FAO)",NA,1992,102926780
"Eastern Asia (FAO)",NA,1993,107607410
"Eastern Asia (FAO)",NA,1994,100315300
"Eastern Asia (FAO)",NA,1995,103046990
"Eastern Asia (FAO)",NA,1996,111373496
"Eastern Asia (FAO)",NA,1997,124208320
"Eastern Asia (FAO)",NA,1998,110657180
"Eastern Asia (FAO)",NA,1999,114732510
"Eastern Asia (FAO)",NA,2000,100515390
"Eastern Asia (FAO)",NA,2001,94838540
"Eastern Asia (FAO)",NA,2002,91391960
"Eastern Asia (FAO)",NA,2003,87675540
"Eastern Asia (FAO)",NA,2004,93135784
"Eastern Asia (FAO)",NA,2005,98593990
"Eastern Asia (FAO)",NA,2006,109636040
"Eastern Asia (FAO)",NA,2007,110520300
"Eastern Asia (FAO)",NA,2008,113740680
"Eastern Asia (FAO)",NA,2009,116365470
"Eastern Asia (FAO)",NA,2010,116302050
"Eastern Asia (FAO)",NA,2011,118766900
"Eastern Asia (FAO)",NA,2012,122464170
"Eastern Asia (FAO)",NA,2013,123204664
"Eastern Asia (FAO)",NA,2014,127630560
"Eastern Asia (FAO)",NA,2015,133938270
"Eastern Asia (FAO)",NA,2016,134610190
"Eastern Asia (FAO)",NA,2017,135465970
"Eastern Asia (FAO)",NA,2018,132724296
"Eastern Asia (FAO)",NA,2019,135152060
"Eastern Asia (FAO)",NA,2020,135717400
"Eastern Asia (FAO)",NA,2021,138725660
"Eastern Asia (FAO)",NA,2022,139226540
"Eastern Asia (FAO)",NA,2023,138252690
"Eastern Europe (FAO)",NA,1961,74917990
"Eastern Europe (FAO)",NA,1962,78990420
"Eastern Europe (FAO)",NA,1963,58818540
"Eastern Europe (FAO)",NA,1964,82892990
"Eastern Europe (FAO)",NA,1965,72748170
"Eastern Europe (FAO)",NA,1966,110879250
"Eastern Europe (FAO)",NA,1967,91242776
"Eastern Europe (FAO)",NA,1968,106266824
"Eastern Europe (FAO)",NA,1969,93591230
"Eastern Europe (FAO)",NA,1970,110641976
"Eastern Europe (FAO)",NA,1971,114779700
"Eastern Europe (FAO)",NA,1972,103713624
"Eastern Europe (FAO)",NA,1973,126898330
"Eastern Europe (FAO)",NA,1974,103357070
"Eastern Europe (FAO)",NA,1975,83522616
"Eastern Europe (FAO)",NA,1976,117020860
"Eastern Europe (FAO)",NA,1977,112328160
"Eastern Europe (FAO)",NA,1978,140427460
"Eastern Europe (FAO)",NA,1979,104442150
"Eastern Europe (FAO)",NA,1980,118249390
"Eastern Europe (FAO)",NA,1981,99515656
"Eastern Europe (FAO)",NA,1982,105635496
"Eastern Europe (FAO)",NA,1983,99261580
"Eastern Europe (FAO)",NA,1984,96756050
"Eastern Europe (FAO)",NA,1985,100861656
"Eastern Europe (FAO)",NA,1986,115777304
"Eastern Europe (FAO)",NA,1987,107955200
"Eastern Europe (FAO)",NA,1988,113252130
"Eastern Europe (FAO)",NA,1989,121784230
"Eastern Europe (FAO)",NA,1990,136400960
"Eastern Europe (FAO)",NA,1991,103444456
"Eastern Europe (FAO)",NA,1992,89510504
"Eastern Europe (FAO)",NA,1993,92152730
"Eastern Europe (FAO)",NA,1994,75153810
"Eastern Europe (FAO)",NA,1995,78252800
"Eastern Europe (FAO)",NA,1996,72636760
"Eastern Europe (FAO)",NA,1997,94436820
"Eastern Europe (FAO)",NA,1998,72126424
"Eastern Europe (FAO)",NA,1999,70304340
"Eastern Europe (FAO)",NA,2000,71100010
"Eastern Europe (FAO)",NA,2001,102965304
"Eastern Europe (FAO)",NA,2002,100490190
"Eastern Europe (FAO)",NA,2003,65667436
"Eastern Europe (FAO)",NA,2004,99416080
"Eastern Europe (FAO)",NA,2005,98976620
"Eastern Europe (FAO)",NA,2006,85753760
"Eastern Europe (FAO)",NA,2007,88166330
"Eastern Europe (FAO)",NA,2008,126152040
"Eastern Europe (FAO)",NA,2009,114625920
"Eastern Europe (FAO)",NA,2010,89248696
"Eastern Europe (FAO)",NA,2011,113071180
"Eastern Europe (FAO)",NA,2012,83696680
"Eastern Europe (FAO)",NA,2013,111209700
"Eastern Europe (FAO)",NA,2014,125189320
"Eastern Europe (FAO)",NA,2015,128756230
"Eastern Europe (FAO)",NA,2016,141491070
"Eastern Europe (FAO)",NA,2017,155650910
"Eastern Europe (FAO)",NA,2018,137106540
"Eastern Europe (FAO)",NA,2019,145832350
"Eastern Europe (FAO)",NA,2020,150139400
"Eastern Europe (FAO)",NA,2021,154174060
"Eastern Europe (FAO)",NA,2022,168636860
"Eastern Europe (FAO)",NA,2023,160186370
"Ecuador","ECU",1961,78170
"Ecuador","ECU",1962,67300
"Ecuador","ECU",1963,52600
"Ecuador","ECU",1964,47200
"Ecuador","ECU",1965,61300
"Ecuador","ECU",1966,62727
"Ecuador","ECU",1967,78543
"Ecuador","ECU",1968,82910
"Ecuador","ECU",1969,94099
"Ecuador","ECU",1970,81000
"Ecuador","ECU",1971,68493
"Ecuador","ECU",1972,50640
"Ecuador","ECU",1973,45189
"Ecuador","ECU",1974,54989
"Ecuador","ECU",1975,64647
"Ecuador","ECU",1976,65000
"Ecuador","ECU",1977,39800
"Ecuador","ECU",1978,28904
"Ecuador","ECU",1979,31248
"Ecuador","ECU",1980,31113
"Ecuador","ECU",1981,41431
"Ecuador","ECU",1982,38538
"Ecuador","ECU",1983,26914
"Ecuador","ECU",1984,25172
"Ecuador","ECU",1985,18464
"Ecuador","ECU",1986,33006
"Ecuador","ECU",1987,31368
"Ecuador","ECU",1988,34198
"Ecuador","ECU",1989,25634
"Ecuador","ECU",1990,29907
"Ecuador","ECU",1991,17059
"Ecuador","ECU",1992,23997
"Ecuador","ECU",1993,25528
"Ecuador","ECU",1994,19836
"Ecuador","ECU",1995,19763
"Ecuador","ECU",1996,20431.4
"Ecuador","ECU",1997,19302
"Ecuador","ECU",1998,19787
"Ecuador","ECU",1999,19011
"Ecuador","ECU",2000,12958
"Ecuador","ECU",2001,13631
"Ecuador","ECU",2002,8845
"Ecuador","ECU",2003,11052
"Ecuador","ECU",2004,10214
"Ecuador","ECU",2005,8429
"Ecuador","ECU",2006,7577
"Ecuador","ECU",2007,9243
"Ecuador","ECU",2008,8144
"Ecuador","ECU",2009,11314
"Ecuador","ECU",2010,7605
"Ecuador","ECU",2011,5938
"Ecuador","ECU",2012,7450.22
"Ecuador","ECU",2013,5755
"Ecuador","ECU",2014,6814.24
"Ecuador","ECU",2015,2052.72
"Ecuador","ECU",2016,6745.77
"Ecuador","ECU",2017,5803
"Ecuador","ECU",2018,5398
"Ecuador","ECU",2019,5073.39
"Ecuador","ECU",2020,14647
"Ecuador","ECU",2021,10898.38
"Ecuador","ECU",2022,7431
"Ecuador","ECU",2023,3976.02
"Egypt","EGY",1961,1435926
"Egypt","EGY",1962,1593098
"Egypt","EGY",1963,1493000
"Egypt","EGY",1964,1499881
"Egypt","EGY",1965,1272000
"Egypt","EGY",1966,1465000
"Egypt","EGY",1967,1299000
"Egypt","EGY",1968,1526000
"Egypt","EGY",1969,1277000
"Egypt","EGY",1970,1519000
"Egypt","EGY",1971,1732000
"Egypt","EGY",1972,1618000
"Egypt","EGY",1973,1938112
"Egypt","EGY",1974,1886000
"Egypt","EGY",1975,2033265
"Egypt","EGY",1976,1960000
"Egypt","EGY",1977,1697000
"Egypt","EGY",1978,1933000
"Egypt","EGY",1979,1856000
"Egypt","EGY",1980,1736440
"Egypt","EGY",1981,1938327
"Egypt","EGY",1982,2016992
"Egypt","EGY",1983,1996000
"Egypt","EGY",1984,1815176
"Egypt","EGY",1985,1872000
"Egypt","EGY",1986,1928000
"Egypt","EGY",1987,2721000
"Egypt","EGY",1988,2838000
"Egypt","EGY",1989,3182000
"Egypt","EGY",1990,4268049
"Egypt","EGY",1991,4482523
"Egypt","EGY",1992,4617997
"Egypt","EGY",1993,4832598
"Egypt","EGY",1994,4437055
"Egypt","EGY",1995,5722441
"Egypt","EGY",1996,5735367
"Egypt","EGY",1997,5849134
"Egypt","EGY",1998,6093151
"Egypt","EGY",1999,6346642
"Egypt","EGY",2000,6564053
"Egypt","EGY",2001,6254583
"Egypt","EGY",2002,6624868
"Egypt","EGY",2003,6844692
"Egypt","EGY",2004,7177855
"Egypt","EGY",2005,8140960
"Egypt","EGY",2006,8274230
"Egypt","EGY",2007,7379000
"Egypt","EGY",2008,7977051
"Egypt","EGY",2009,8522995
"Egypt","EGY",2010,7177399
"Egypt","EGY",2011,8407126
"Egypt","EGY",2012,8795483
"Egypt","EGY",2013,9460200
"Egypt","EGY",2014,8800000
"Egypt","EGY",2015,9607736
"Egypt","EGY",2016,9342538
"Egypt","EGY",2017,8421071
"Egypt","EGY",2018,8348629
"Egypt","EGY",2019,8558807
"Egypt","EGY",2020,9101785
"Egypt","EGY",2021,9842411
"Egypt","EGY",2022,9622993
"Egypt","EGY",2023,9700000
"Eritrea","ERI",1993,5400
"Eritrea","ERI",1994,13520
"Eritrea","ERI",1995,9605
"Eritrea","ERI",1996,7857
"Eritrea","ERI",1997,9635
"Eritrea","ERI",1998,31937
"Eritrea","ERI",1999,27518
"Eritrea","ERI",2000,13776
"Eritrea","ERI",2001,36490
"Eritrea","ERI",2002,4365
"Eritrea","ERI",2003,4755
"Eritrea","ERI",2004,9052
"Eritrea","ERI",2005,21559
"Eritrea","ERI",2006,21570
"Eritrea","ERI",2007,27274
"Eritrea","ERI",2008,5391
"Eritrea","ERI",2009,26142
"Eritrea","ERI",2010,33000
"Eritrea","ERI",2011,29000
"Eritrea","ERI",2012,33000
"Eritrea","ERI",2013,30000
"Eritrea","ERI",2014,30000
"Eritrea","ERI",2015,25000
"Eritrea","ERI",2016,25000
"Eritrea","ERI",2017,25000
"Eritrea","ERI",2018,25000
"Eritrea","ERI",2019,25000
"Eritrea","ERI",2020,25000
"Eritrea","ERI",2021,25000
"Eritrea","ERI",2022,25000
"Eritrea","ERI",2023,25000
"Estonia","EST",1992,89400
"Estonia","EST",1993,105600
"Estonia","EST",1994,57091
"Estonia","EST",1995,77101
"Estonia","EST",1996,101249
"Estonia","EST",1997,111186
"Estonia","EST",1998,118011
"Estonia","EST",1999,88424
"Estonia","EST",2000,146800
"Estonia","EST",2001,133003
"Estonia","EST",2002,148420
"Estonia","EST",2003,144885
"Estonia","EST",2004,196634
"Estonia","EST",2005,263408
"Estonia","EST",2006,219590
"Estonia","EST",2007,345726
"Estonia","EST",2008,342500
"Estonia","EST",2009,342520
"Estonia","EST",2010,327600
"Estonia","EST",2011,360400
"Estonia","EST",2012,484700
"Estonia","EST",2013,406800
"Estonia","EST",2014,615500
"Estonia","EST",2015,812600
"Estonia","EST",2016,455543
"Estonia","EST",2017,713263
"Estonia","EST",2018,450270
"Estonia","EST",2019,846580
"Estonia","EST",2020,840520
"Estonia","EST",2021,736270
"Estonia","EST",2022,854120
"Estonia","EST",2023,694120
"Eswatini","SWZ",1961,0
"Eswatini","SWZ",1962,0
"Eswatini","SWZ",1963,0
"Eswatini","SWZ",1964,0
"Eswatini","SWZ",1965,0
"Eswatini","SWZ",1966,0
"Eswatini","SWZ",1967,0
"Eswatini","SWZ",1968,0
"Eswatini","SWZ",1969,0
"Eswatini","SWZ",1970,106
"Eswatini","SWZ",1971,789
"Eswatini","SWZ",1972,1147
"Eswatini","SWZ",1973,1431
"Eswatini","SWZ",1974,1134
"Eswatini","SWZ",1975,442
"Eswatini","SWZ",1976,194
"Eswatini","SWZ",1977,1300
"Eswatini","SWZ",1978,1300
"Eswatini","SWZ",1979,1300
"Eswatini","SWZ",1980,1300
"Eswatini","SWZ",1981,1300
"Eswatini","SWZ",1982,1300
"Eswatini","SWZ",1983,1300
"Eswatini","SWZ",1984,1300
"Eswatini","SWZ",1985,1300
"Eswatini","SWZ",1986,1300
"Eswatini","SWZ",1987,1300
"Eswatini","SWZ",1988,1300
"Eswatini","SWZ",1989,1300
"Eswatini","SWZ",1990,1435
"Eswatini","SWZ",1991,400
"Eswatini","SWZ",1992,300
"Eswatini","SWZ",1993,390.45
"Eswatini","SWZ",1994,500
"Eswatini","SWZ",1995,450
"Eswatini","SWZ",1996,300
"Eswatini","SWZ",1997,337.11
"Eswatini","SWZ",1998,350
"Eswatini","SWZ",1999,300
"Eswatini","SWZ",2000,300
"Eswatini","SWZ",2001,316.18
"Eswatini","SWZ",2002,318.16
"Eswatini","SWZ",2003,330.94
"Eswatini","SWZ",2004,334.52
"Eswatini","SWZ",2005,318.61
"Eswatini","SWZ",2006,334.95
"Eswatini","SWZ",2007,325
"Eswatini","SWZ",2008,388.8
"Eswatini","SWZ",2009,420
"Eswatini","SWZ",2010,450
"Eswatini","SWZ",2011,556.4
"Eswatini","SWZ",2012,700
"Eswatini","SWZ",2013,720
"Eswatini","SWZ",2014,710.27
"Eswatini","SWZ",2015,686.7
"Eswatini","SWZ",2016,683.13
"Eswatini","SWZ",2017,689.52
"Eswatini","SWZ",2018,701.5
"Eswatini","SWZ",2019,714.65
"Eswatini","SWZ",2020,701.89
"Eswatini","SWZ",2021,706.01
"Eswatini","SWZ",2022,707.52
"Eswatini","SWZ",2023,705.14
"Ethiopia","ETH",1993,895520
"Ethiopia","ETH",1994,802747
"Ethiopia","ETH",1995,1083680
"Ethiopia","ETH",1996,1162310
"Ethiopia","ETH",1997,1092820
"Ethiopia","ETH",1998,1142710
"Ethiopia","ETH",1999,1149670
"Ethiopia","ETH",2000,1235270
"Ethiopia","ETH",2001,1596020
"Ethiopia","ETH",2002,1444434
"Ethiopia","ETH",2003,1618093
"Ethiopia","ETH",2004,1614441
"Ethiopia","ETH",2005,2176603
"Ethiopia","ETH",2006,2219075
"Ethiopia","ETH",2007,2463064
"Ethiopia","ETH",2008,2314489
"Ethiopia","ETH",2009,3075644
"Ethiopia","ETH",2010,2855682
"Ethiopia","ETH",2011,2916334
"Ethiopia","ETH",2012,3434706
"Ethiopia","ETH",2013,3925174
"Ethiopia","ETH",2014,4231589
"Ethiopia","ETH",2015,4650933.5
"Ethiopia","ETH",2016,4537852
"Ethiopia","ETH",2017,4642965.5
"Ethiopia","ETH",2018,4838074
"Ethiopia","ETH",2019,5315270.5
"Ethiopia","ETH",2020,5478708.5
"Ethiopia","ETH",2021,5807800
"Ethiopia","ETH",2022,5800000
"Ethiopia","ETH",2023,5800000
"Ethiopia (former)","OWID_ERE",1961,650000
"Ethiopia (former)","OWID_ERE",1962,655000
"Ethiopia (former)","OWID_ERE",1963,661000
"Ethiopia (former)","OWID_ERE",1964,653800
"Ethiopia (former)","OWID_ERE",1965,692900
"Ethiopia (former)","OWID_ERE",1966,721700
"Ethiopia (former)","OWID_ERE",1967,738900
"Ethiopia (former)","OWID_ERE",1968,760000
"Ethiopia (former)","OWID_ERE",1969,782000
"Ethiopia (former)","OWID_ERE",1970,808000
"Ethiopia (former)","OWID_ERE",1971,839500
"Ethiopia (former)","OWID_ERE",1972,876000
"Ethiopia (former)","OWID_ERE",1973,644800
"Ethiopia (former)","OWID_ERE",1974,652800
"Ethiopia (former)","OWID_ERE",1975,698900
"Ethiopia (former)","OWID_ERE",1976,532490
"Ethiopia (former)","OWID_ERE",1977,605210
"Ethiopia (former)","OWID_ERE",1978,428910
"Ethiopia (former)","OWID_ERE",1979,491400
"Ethiopia (former)","OWID_ERE",1980,537446
"Ethiopia (former)","OWID_ERE",1981,613227
"Ethiopia (former)","OWID_ERE",1982,706597
"Ethiopia (former)","OWID_ERE",1983,916614
"Ethiopia (former)","OWID_ERE",1984,666052
"Ethiopia (former)","OWID_ERE",1985,675620
"Ethiopia (former)","OWID_ERE",1986,775257
"Ethiopia (former)","OWID_ERE",1987,780210
"Ethiopia (former)","OWID_ERE",1988,778763
"Ethiopia (former)","OWID_ERE",1989,799936
"Ethiopia (former)","OWID_ERE",1990,798757
"Ethiopia (former)","OWID_ERE",1991,785878
"Ethiopia (former)","OWID_ERE",1992,798467
"Europe",NA,1961,112940420
"Europe",NA,1962,127497416
"Europe",NA,1963,100949670
"Europe",NA,1964,130288504
"Europe",NA,1965,122747450
"Europe",NA,1966,156528300
"Europe",NA,1967,144762180
"Europe",NA,1968,159854050
"Europe",NA,1969,145205300
"Europe",NA,1970,159709490
"Europe",NA,1971,173102720
"Europe",NA,1972,161674600
"Europe",NA,1973,184407330
"Europe",NA,1974,168476050
"Europe",NA,1975,138706620
"Europe",NA,1976,176036820
"Europe",NA,1977,168418930
"Europe",NA,1978,206995120
"Europe",NA,1979,167301180
"Europe",NA,1980,190973570
"Europe",NA,1981,168301650
"Europe",NA,1982,181535840
"Europe",NA,1983,176061630
"Europe",NA,1984,192632900
"Europe",NA,1985,184372640
"Europe",NA,1986,200378860
"Europe",NA,1987,192713180
"Europe",NA,1988,201187800
"Europe",NA,1989,213773440
"Europe",NA,1990,231815120
"Europe",NA,1991,203757440
"Europe",NA,1992,181642300
"Europe",NA,1993,182092690
"Europe",NA,1994,165949870
"Europe",NA,1995,171445900
"Europe",NA,1996,176047570
"Europe",NA,1997,194970460
"Europe",NA,1998,181923740
"Europe",NA,1999,171759380
"Europe",NA,2000,183371250
"Europe",NA,2001,201759940
"Europe",NA,2002,211620060
"Europe",NA,2003,161819730
"Europe",NA,2004,219766540
"Europe",NA,2005,208328660
"Europe",NA,2006,191723970
"Europe",NA,2007,189713000
"Europe",NA,2008,248283220
"Europe",NA,2009,228892620
"Europe",NA,2010,201392180
