quadkey,latitude,longitude,rwi,error
12200300332300,35.5232847,6.7785645,-0.088,0.354
12200201123220,36.0579805,2.2961426,0.354,0.418
12200200203310,35.8089035,0.3186035,0.504,0.409
12200212203012,34.7145242,3.0432129,0.192,0.297
12200122331030,36.8356677,6.9104004,-0.100,0.438
12200300013332,36.3239766,6.2951660,-0.639,0.350
12200212311011,34.8769180,4.1198730,-0.183,0.303
12200123221222,36.7476872,7.2180176,-0.415,0.350
12200221001311,34.2254285,1.7468262,-0.912,0.276
03313131332323,28.3140526,-0.2307129,0.028,0.512
12200123212223,36.8884075,7.4157715,0.085,0.473
12200033203222,36.8884075,4.4055176,1.134,0.482
12200232312111,32.3892386,4.0319824,-0.312,0.382
12200301232221,35.4875105,7.4157715,-0.535,0.258
12200201100100,36.5890679,2.2082520,0.773,0.506
12200232103332,32.8519030,3.8342285,-0.441,0.300
03311333110002,33.1099478,-0.3405762,-0.306,0.272
03311333103000,32.9810197,-0.5163574,-0.242,0.288
12200301302131,35.8445340,7.8991699,-0.042,0.295
03313032213012,27.4985263,-7.8552246,0.464,0.419
12200300122321,36.0579805,6.4489746,-0.405,0.295
12200301203230,35.7732571,7.2619629,-0.605,0.268
12200300131113,36.2885627,7.0202637,-0.116,0.280
12200211231213,35.6483687,4.8229980,0.065,0.337
12200201112332,36.3239766,2.6037598,-0.210,0.319
12200023333123,36.6772301,2.7575684,1.145,0.419
12200220301130,33.6786394,1.0217285,1.265,0.500
12200212110001,35.4517204,3.9001465,-0.122,0.327
12200122333333,36.6067084,7.0202637,0.006,0.270
12200301021302,36.2176866,7.3059082,-0.354,0.280
12200320210221,33.6054691,6.0095215,-0.892,0.297
12200231100011,34.2980679,4.9987793,-0.237,0.276
12200213200032,34.8228222,4.2736816,-0.063,0.286
12200230132121,33.8247931,3.9880371,-0.180,0.264
12200212010133,35.3980054,3.3288574,-0.173,0.298
12200301102221,36.3416775,7.7673340,-0.560,0.303
12200300320002,35.7197574,6.3391113,0.130,0.386
03311331231302,33.3305278,-0.7800293,-0.300,0.272
12200210011331,36.4831401,3.5046387,-0.412,0.438
12200201332310,35.5232847,2.6037598,-0.702,0.313
12200212121233,35.0389916,3.7683105,0.042,0.279
12200300102002,36.4301218,6.3391113,-0.256,0.354
12200203333212,34.3525062,2.6916504,0.326,0.353
03311313020230,35.0569799,-1.3513184,-0.222,0.422
12200300313023,35.8267208,6.8884277,-0.208,0.285
12200212221102,34.5699059,3.0871582,-0.343,0.296
12200230100210,34.2254285,3.5705566,-0.494,0.272
12200200322113,35.5769160,0.8679199,-0.464,0.321
03311312123210,34.9489902,-1.8786621,-0.550,0.335
12200220023311,33.7882780,0.3405762,-0.407,0.279
12200211201311,35.9513294,4.5593262,0.066,0.392
12200212003111,35.3084009,3.1530762,-0.716,0.306
12200302213033,34.6783932,6.2292480,-0.208,0.363
12200230003132,34.0981589,3.1311035,-0.308,0.297
12200300311022,35.9691146,6.8664551,1.321,0.451
12200301213121,35.8445340,7.6794434,0.121,0.280
12200211023002,36.1467463,4.4055176,-0.282,0.351
12200300122121,36.1290012,6.4489746,-0.477,0.283
12200211230220,35.6305115,4.5812988,0.077,0.306
12200201021003,36.2885627,1.6149902,0.000,0.328
12200122332311,36.6596057,6.8444824,0.552,0.416
12200122213303,36.9235472,6.2731934,0.164,0.282
03311330133322,33.7334762,-1.4831543,-0.662,0.291
12200033322102,36.7124667,5.0207520,0.960,0.366
12200221013213,34.0617609,2.0104980,-0.439,0.323
12200200122302,36.0757417,0.8020020,-0.082,0.410
03311312133103,35.0030029,-1.4611816,0.087,0.437
12200212001203,35.3621756,3.0212402,-0.578,0.318
12200210301202,35.9335401,3.7023926,-0.318,0.280
12200232303010,32.3892386,3.7463379,0.053,0.432
12200320000213,34.2072589,5.7019043,-0.341,0.260
12200202301031,34.8408581,0.9558105,-0.637,0.296
03313101332013,30.8739398,-3.0871582,-0.409,0.455
03311333033011,32.6856194,-0.8020020,0.031,0.302
12200320202220,33.4589423,5.6359863,-0.213,0.272
12200202201222,34.7506393,0.1867676,-0.204,0.434
12200201331322,35.6126503,2.7355957,-0.157,0.330
12200032222110,36.7300790,2.9553223,0.622,0.432
12200301110123,36.5361221,8.2067871,-0.430,0.283
12200300233010,35.5947852,6.2072754,0.527,0.381
12200301333213,35.5053996,8.3386230,0.131,0.366
12200211011102,36.5714233,4.8449707,0.572,0.444
12200211011032,36.5361221,4.8010254,-0.419,0.402
12200200130323,36.1822245,1.1755371,0.060,0.452
12200301311222,35.8979497,8.2727051,-0.526,0.321
12200232012020,32.9441484,3.1750488,-0.512,0.357
12200203102122,35.2545905,2.2082520,-0.514,0.293
03311312332200,34.3706444,-1.7468262,-0.494,0.294
12200303113210,35.2366457,8.3166504,-0.219,0.264
12200201011020,36.5537747,1.9445801,-0.224,0.367
12200322101000,33.1283507,6.5148926,-0.468,0.323
12200033220003,36.8532517,4.2517090,0.289,0.392
12200303223200,34.3706444,7.2180176,-0.769,0.295
12200210110111,36.5890679,4.0319824,-0.562,0.393
12202020203311,28.6809493,0.3405762,0.231,0.486
12200201031133,36.2531327,2.0983887,-0.449,0.412
03311311333200,35.5232847,-0.1647949,1.210,0.462
03311311232002,35.5769160,-1.0437012,-0.309,0.354
12200122323112,36.7124667,6.6467285,0.351,0.400
12200301230321,35.6305115,7.5036621,-0.228,0.308
12200212223220,34.3343640,2.9992676,-0.746,0.348
12200320032030,33.8247931,6.0314941,-0.605,0.283
12200212321220,34.4793915,3.7023926,-0.384,0.265
12200122331213,36.7828916,6.9323730,0.435,0.429
12200300101030,36.5537747,6.5588379,0.116,0.282
12200200213310,35.8089035,0.6701660,0.061,0.461
12200210111103,36.5714233,4.1638184,0.500,0.344
12200200230000,35.7375947,0.3625488,0.035,0.411
12200211123232,36.0402154,5.1525879,-0.321,0.358
12200212213201,34.6603219,3.3728027,-0.135,0.322
12200212211202,34.7867387,3.3508301,-0.449,0.283
12200300221213,35.6483687,5.8776855,-0.010,0.353
12200212312113,34.7145242,4.0319824,-0.313,0.279
03311311232122,35.5411658,-0.9558105,-0.239,0.347
12200122331332,36.7476872,6.9982910,-0.879,0.344
12200232320020,32.2035049,3.5266113,-0.087,0.267
03311313011120,35.4159144,-0.7800293,-0.004,0.365
03311313033132,34.9669984,-0.7360840,0.580,0.450
12200210131131,36.2708497,4.2077637,-0.305,0.381
12200300233013,35.5769160,6.2292480,-0.430,0.352
12200211221122,35.6840710,4.4934082,-0.221,0.398
12200202010123,35.3980054,0.4724121,-0.701,0.358
12200301203122,35.8267208,7.3059082,-0.238,0.341
12200201033110,36.1644874,2.0764160,0.148,0.398
12200210031103,36.2885627,3.4606934,0.037,0.371
12200200303010,35.8801485,0.9338379,-0.085,0.305
12200202202111,34.7325837,0.1647949,-0.348,0.315
12200202123310,34.9489902,1.0217285,-0.515,0.295
12200300302100,35.8801485,6.4270020,-0.515,0.351
12200301031033,36.2531327,7.6354980,-0.774,0.250
12200210122232,36.0402154,3.5705566,-0.478,0.347
12200300022200,36.0934989,5.6359863,-0.428,0.366
12200320313123,33.5139189,6.9763184,-0.121,0.316
12200032221210,36.8004877,3.0432129,1.057,0.386
12200211301002,36.0046730,5.1086426,-0.302,0.393
12200203020200,35.0929448,1.4172363,-0.469,0.325
12200302220103,34.5699059,5.7458496,-1.072,0.299
03311313310113,34.8588900,-0.1867676,-0.420,0.288
12200210013221,36.3416775,3.3728027,0.244,0.376
12200032220301,36.8004877,2.9333496,1.380,0.440
12200300212103,35.8623432,6.0974121,-0.642,0.290
12200202113003,35.2904681,1.2634277,-0.110,0.377
12200301121000,36.3062717,7.9211426,1.122,0.468
12200212100023,35.3980054,3.5485840,-0.670,0.291
12200300033010,36.1644874,6.2072754,-0.102,0.390
12200201023122,36.1112520,1.6809082,-0.136,0.387
12200202103302,35.2186970,0.9777832,-0.128,0.281
12202100222002,30.8739398,5.6359863,-0.636,0.403
12200211300112,36.0046730,5.0646973,0.312,0.428
12200210023110,36.1644874,3.1311035,0.194,0.452
12200212201133,34.8228222,3.1530762,-0.508,0.288
12200201023002,36.1467463,1.5930176,0.238,0.355
12200212210332,34.7506393,3.3068848,-0.376,0.322
12200303021311,35.0929448,7.3718262,-0.758,0.237
12200200203111,35.8801485,0.3405762,-0.201,0.350
12200220301321,33.6054691,0.9997559,-0.442,0.305
12200122302300,36.9411109,6.4270020,-0.270,0.292
12200232122221,32.5745912,3.5485840,0.206,0.305
12200211102121,36.4124410,5.0427246,-0.386,0.364
03311311332110,35.5947852,-0.2087402,0.110,0.459
12200211030022,36.2531327,4.5812988,-0.136,0.316
03311311231310,35.6662218,-0.7360840,-0.535,0.388
12200032233003,36.7124667,3.3728027,1.191,0.471
12200210023120,36.1290012,3.0871582,0.032,0.360
12200200131320,36.1999576,1.3293457,0.463,0.487
12200212021102,35.1468624,3.0871582,-0.138,0.314
12200322100012,33.1099478,6.3830566,-0.296,0.378
12200200323003,35.5769160,0.9118652,0.379,0.410
12200210201100,36.0224462,3.0871582,-0.464,0.323
12200202310022,34.8228222,1.0656738,-0.156,0.310
12200201331332,35.6126503,2.7795410,-0.577,0.311
12200211122233,36.0402154,4.9987793,0.104,0.431
12200200320230,35.6305115,0.7580566,-0.417,0.319
12200201222123,35.5411658,1.5270996,-0.293,0.318
12200213031233,35.0389916,4.8229980,-0.449,0.291
03311313111001,35.4517204,-0.1428223,-0.104,0.276
12200231202313,33.4772717,4.3835449,-0.048,0.305
03311312301002,34.8588900,-1.9226074,-0.697,0.351
12200201232233,35.4696175,1.8347168,0.134,0.320
12200212010132,35.3980054,3.3068848,-0.746,0.318
03311313310023,34.8228222,-0.3186035,-0.993,0.317
12200122322011,36.7300790,6.4050293,-0.721,0.364
12200200301203,35.9335401,0.9118652,-0.554,0.404
12200032231332,36.7476872,3.4826660,0.949,0.410
12200200133200,36.0934989,1.2414551,0.240,0.423
12200210101203,36.5008048,3.7243652,0.238,0.358
12200212211030,34.8408581,3.3947754,-0.533,0.292
12200210011322,36.4654714,3.4387207,0.133,0.375
12200212003202,35.2186970,2.9992676,-0.329,0.433
12200201131203,36.2176866,2.6696777,-0.154,0.314
03311311320201,35.6662218,-0.6701660,1.300,0.450
12200202032201,34.9489902,0.3845215,-0.259,0.315
03311330331010,33.4222718,-1.5270996,-0.461,0.280
12200211312303,35.7910823,5.3942871,-0.260,0.305
12200220002230,34.0435560,0.0549316,-0.363,0.299
12200301232313,35.5053996,7.5476074,-0.590,0.326
12200211320122,35.6840710,5.0207520,-0.051,0.451
12200300101102,36.5714233,6.6027832,-0.440,0.390
12200122322321,36.6243449,6.4489746,-0.366,0.260
12200201131230,36.1999576,2.6916504,-0.082,0.340
12220003012012,20.4373076,1.8127441,0.306,0.527
12200213320113,34.5699059,5.0866699,-0.259,0.347
12200213312310,34.6603219,5.4162598,-0.161,0.370
12200210312013,35.8623432,3.9440918,-0.555,0.276
12200200213123,35.8267208,0.6481934,-0.230,0.374
12200200321210,35.6662218,0.9338379,-0.160,0.303
12200300102012,36.4301218,6.3830566,-0.682,0.311
12200202010220,35.3442547,0.3625488,-0.585,0.322
12200200102223,36.3239766,0.7360840,0.448,0.462
12200211132120,36.1290012,5.3723145,-0.128,0.404
12200300232203,35.5053996,6.0095215,-0.087,0.397
12200231033300,33.7882780,4.8449707,-0.071,0.312
12200302133031,34.9850026,6.9323730,-0.048,0.308
12200201302111,35.8801485,2.2741699,-0.456,0.341
12200203113203,35.2186970,2.6696777,-0.646,0.365
12200202021230,35.0569799,0.2307129,-0.316,0.295
12200203111132,35.3980054,2.7795410,-0.250,0.298
12202020003322,29.2384766,0.2746582,0.352,0.411
12200213023103,35.0030029,4.5153809,0.669,0.328
12200300320021,35.7019162,6.3610840,-0.292,0.344
12200211311013,36.0046730,5.5261230,-0.122,0.337
12200211220212,35.6483687,4.2736816,-0.363,0.281
03311311313300,35.8089035,-0.0769043,0.510,0.359
12200200211300,35.9513294,0.6262207,-0.754,0.356
03311313012232,35.1827876,-0.9997559,-0.497,0.333
12200210011023,36.5361221,3.3728027,0.660,0.377
12200210020003,36.2885627,2.8454590,-0.857,0.347
03311313102132,35.2545905,-0.5603027,0.495,0.460
12200211121221,36.1999576,5.1306152,-0.193,0.353
12200300111103,36.5714233,6.9763184,-0.246,0.279
12200211121103,36.2885627,5.2185059,-0.050,0.418
12200211121121,36.2708497,5.2185059,-0.367,0.321
12200303120303,35.0749644,7.8552246,-0.526,0.252
03311312310012,34.8588900,-1.7028809,0.407,0.450
03311331231301,33.3488843,-0.7580566,-0.624,0.304
12200201021310,36.2354117,1.7248535,0.600,0.463
12200122232103,36.7124667,6.0974121,-0.234,0.369
12200301220233,35.6126503,7.1081543,-0.380,0.276
12202233130102,22.8875618,5.3723145,-0.594,0.261
12200200202221,35.7732571,0.0329590,0.493,0.459
12200300032033,36.1112520,6.0534668,-0.320,0.336
12200300311032,35.9691146,6.9104004,-0.322,0.389
12200210231211,35.6662218,3.4167480,0.004,0.397
03311312113323,35.1827876,-1.4611816,-0.356,0.385
12200210223233,35.4696175,3.0651855,-0.615,0.320
12200211100222,36.4654714,4.9328613,-0.326,0.361
12200210300131,35.9868958,3.6804199,-0.314,0.303
12200202000001,35.4517204,0.0329590,0.020,0.365
12200202202210,34.6603219,0.0549316,-0.305,0.326
12200302022323,34.8949420,5.7458496,-0.420,0.337
12200232010212,33.0362977,3.2189941,-0.420,0.371
12200210100000,36.5890679,3.5266113,0.235,0.379
03311312301313,34.7867387,-1.7687988,-0.328,0.374
12200302013113,35.2904681,6.3171387,0.050,0.299
12200211101303,36.5008048,5.2185059,-0.255,0.340
12200211203300,35.8089035,4.4934082,-0.320,0.334
12200211313003,35.8623432,5.4821777,-0.305,0.336
03313131030001,29.2193016,-1.0217285,-0.244,0.354
12200203112201,35.2366457,2.4938965,-0.378,0.332
12200211310102,36.0046730,5.3723145,-0.074,0.387
12200301201101,36.0224462,7.3278809,-0.380,0.263
12200300312002,35.8623432,6.6906738,-0.265,0.306
12200122233301,36.6596057,6.2731934,-0.163,0.392
12200200111232,36.4654714,1.2854004,0.110,0.433
12200230121213,33.9160126,3.7683105,-0.371,0.273
12200201010131,36.5537747,1.9226074,-0.283,0.434
12200302313203,34.6422466,6.8884277,-0.620,0.245
12200320331202,33.3305278,6.8664551,0.669,0.443
12200202311112,34.8588900,1.3732910,-0.541,0.287
12200233332011,32.0918821,5.3503418,-0.479,0.349
12200220021220,33.8977765,0.1867676,-0.466,0.287
12202020021001,29.2193016,0.2087402,0.345,0.429
12200033232331,36.6243449,4.7351074,0.501,0.395
12200300100322,36.4654714,6.4270020,-0.029,0.299
03311313111320,35.3442547,-0.0769043,-0.066,0.292
03311331312300,33.4955973,-0.2526855,-0.789,0.365
12200123320002,36.8532517,7.7453613,0.937,0.392
03311312310213,34.7867387,-1.6809082,0.544,0.421
12200230023031,33.8247931,3.0651855,-0.514,0.319
12200213023120,34.9850026,4.4934082,-0.472,0.283
12200122231213,36.7828916,6.2292480,-0.019,0.389
12200221133103,33.8430448,2.7575684,-0.362,0.328
03311313130111,35.1648270,-0.1867676,-0.529,0.289
12200303030202,35.0749644,7.3937988,-0.525,0.314
12200202101212,35.3621756,0.9338379,-0.046,0.304
12200212033301,34.9489902,3.4606934,-0.218,0.301
12200300101012,36.5714233,6.5588379,-0.620,0.301
12200211210232,35.8979497,4.6252441,0.263,0.387
12200202021031,35.1288938,0.2526855,-0.717,0.272
12200122332213,36.6419773,6.7565918,-0.214,0.351
12200211022300,36.0934989,4.3176270,-0.378,0.355
12200303312013,34.7145242,8.1628418,-0.285,0.233
03311312313030,34.6964607,-1.5270996,0.058,0.467
12200212002112,35.2904681,2.9553223,-0.315,0.302
12200230001312,34.2072589,3.1311035,-0.449,0.289
12200300133231,36.0579805,6.9323730,-0.353,0.282
12200210121230,36.1999576,3.7463379,-0.491,0.427
12200213302100,34.7325837,5.0207520,-0.157,0.311
12200320222333,33.1467497,5.7897949,-0.839,0.270
03311311330301,35.6662218,-0.2307129,-0.419,0.425
12200211020103,36.2885627,4.3395996,-0.649,0.345
12200203121020,35.1288938,2.2961426,-0.375,0.298
12200212202233,34.6060841,2.8894043,-0.715,0.309
12200211322313,35.5053996,5.0866699,0.409,0.315
12200300020033,36.2531327,5.7019043,-0.462,0.398
12200232301022,32.4819627,3.7023926,0.959,0.482
03311312303111,34.7325837,-1.7687988,-0.415,0.370
12200211231212,35.6483687,4.8010254,-0.327,0.328
12200122232022,36.6772301,5.9875488,0.240,0.388
12200303002110,35.3084009,7.1740723,-0.512,0.299
03311313200101,34.8769180,-1.2854004,1.037,0.442
03311311320120,35.7019162,-0.6042480,1.174,0.387
12200300132010,36.1644874,6.7346191,-0.567,0.316
12200122333022,36.6772301,6.8664551,0.139,0.398
12200213322111,34.4431582,5.0866699,0.635,0.512
12200203123032,34.9669984,2.3400879,-0.923,0.314
12200301023111,36.1644874,7.3718262,-0.860,0.284
12200210213032,35.8267208,3.3947754,-0.202,0.293
12200320032011,33.8612926,6.0534668,-0.713,0.259
12200212022102,35.0030029,2.9113770,-0.747,0.303
03311313102302,35.2186970,-0.6042480,0.695,0.460
12200300013223,36.3239766,6.1853027,0.080,0.378
03311313022103,35.0030029,-1.2854004,-0.121,0.393
03311312113232,35.1827876,-1.5270996,-0.029,0.425
12200303112031,35.2725313,8.1628418,-0.660,0.308
12200210210310,35.9513294,3.3068848,-0.391,0.314
12200203002001,35.3084009,1.4392090,-0.547,0.289
12202012000323,30.6095493,2.9333496,-0.472,0.462
12200200300231,35.9157469,0.7800293,0.610,0.448
12200201101103,36.5714233,2.4060059,0.650,0.427
12200212323022,34.3887788,3.7023926,-0.702,0.266
12200200120310,36.2354117,0.8459473,-0.421,0.411
03311312313112,34.7145242,-1.4392090,-0.065,0.371
12200123221311,36.8004877,7.3718262,-0.969,0.302
12200320332201,33.2019237,6.7126465,0.719,0.495
12200203330213,34.4975022,2.5378418,-0.454,0.328
12200301030302,36.2176866,7.4816895,-0.774,0.238
12200210011003,36.5714233,3.3728027,-0.033,0.408
12200302332101,34.4431582,6.8005371,-0.399,0.287
12200302111221,35.3442547,6.8884277,-0.146,0.267
