quadkey,latitude,longitude,rwi,error
12212112111212,30.6473638,32.2229004,-0.156,0.487
12212112021212,30.3444351,31.1682129,0.365,0.504
12212130020322,29.0849761,31.0363770,0.330,0.532
12212103012202,30.4960174,29.8937988,-0.509,0.429
12212101303101,31.1940070,30.5310059,0.389,0.562
12212101232220,30.7795979,29.8937988,0.157,0.454
12212130021200,29.1425657,31.1242676,0.797,0.566
12212110023100,31.4942613,31.2121582,-0.012,0.458
12212130200003,28.8927784,30.9704590,-0.542,0.511
12212310122022,26.5197349,31.6516113,0.181,0.482
12213020203022,28.7002242,33.9367676,-0.074,0.440
12212110320021,31.0058624,31.6735840,0.039,0.523
12212313213203,24.8964019,32.9040527,0.040,0.424
12212103110120,30.7040578,30.6848145,0.279,0.530
12212121112330,29.2576481,30.7287598,-0.259,0.494
12212132220001,27.3620101,30.9704590,-0.059,0.527
12212113102233,30.4581439,33.1237793,0.502,0.359
12212211112221,26.7750390,27.8063965,-0.488,0.514
12212112002111,30.5906366,31.1022949,0.066,0.492
12212112203000,29.9834863,31.1242676,1.057,0.472
12212112001210,30.6662655,31.1682129,0.152,0.523
12212130002202,29.2768159,30.9484863,0.280,0.453
12212100332313,30.7984737,29.3444824,-0.212,0.451
12212132222111,27.2057853,31.1022949,0.384,0.550
12212111231313,30.9493465,33.0358887,-0.044,0.333
12212133132101,27.8293604,33.5192871,0.089,0.458
12212011211221,31.2315912,27.2790527,0.265,0.372
12212111220322,30.9116505,32.4426270,0.281,0.460
12212033333200,27.1275906,27.9602051,0.188,0.469
12213020121031,29.1809408,34.7058105,0.182,0.415
12212113020101,30.4392016,32.4645996,-0.153,0.400
12212132223103,27.1862418,31.2341309,-0.115,0.519
12213022011221,28.1785594,34.3103027,0.235,0.386
12212302102313,25.5325281,28.9929199,-0.093,0.520
12212101322133,30.8362142,30.3991699,-0.306,0.517
12212313021203,25.3738088,32.5524902,0.542,0.553
12212132221202,27.2643953,31.1242676,0.118,0.541
12212313211203,25.0557447,32.9040527,-0.471,0.418
12212313001210,25.7108365,32.5744629,-0.349,0.544
12212313233312,24.5770993,33.0139160,-0.355,0.489
12212112031211,30.3633958,31.5417480,0.537,0.488
12212110201130,31.3067147,31.2561035,0.313,0.536
12212313322222,24.5371290,33.0578613,0.944,0.548
12212112103322,30.4581439,31.9152832,-0.245,0.555
12212101330022,30.9870275,30.5969238,0.087,0.528
12213000212033,31.1376028,34.1784668,0.286,0.441
12212123130301,27.9070579,30.7067871,0.936,0.526
12212112131323,30.3065028,32.2888184,-0.543,0.519
12212112123231,30.1736241,31.8933105,-0.222,0.424
12212112022000,30.2875311,30.9484863,0.060,0.537
12212101300301,31.2691604,30.3552246,0.357,0.563
12212103101113,30.7229484,30.5749512,-0.280,0.485
12212103100003,30.7229484,30.2673340,-0.624,0.497
12212110320220,30.9305004,31.6516113,0.799,0.554
12213202312313,24.8964019,34.9694824,0.395,0.455
12212112030121,30.4013061,31.4099121,0.557,0.543
12212101203230,31.0811650,29.7619629,0.732,0.521
12212112001331,30.6284584,31.2780762,0.506,0.506
12212311202313,26.1652985,32.5085449,0.979,0.559
12212101233020,30.8550788,30.0695801,-0.680,0.516
12212101333023,30.8362142,30.7946777,0.501,0.543
12212103010031,30.7040578,29.9597168,0.497,0.443
12212110030220,31.5317257,31.3000488,0.507,0.403
12212110200210,31.2691604,30.9924316,0.416,0.509
12212133011133,28.2366490,33.0358887,0.304,0.380
12212010200011,31.3442540,25.3894043,-0.420,0.356
12212131012133,29.3151407,32.8601074,-0.092,0.420
12212110233311,30.8173458,31.6296387,0.151,0.516
12212112131123,30.3823528,32.2888184,0.159,0.542
12212130003103,29.3534512,31.2341309,0.359,0.599
12213022012313,28.0428943,34.2663574,0.247,0.393
12212112112000,30.5906366,32.0031738,-0.147,0.482
12212130021232,29.0849761,31.1682129,0.073,0.462
12212310122012,26.5590496,31.6955566,1.112,0.485
12212112011012,30.7229484,31.5197754,0.472,0.533
12212121113222,29.2384766,30.7727051,0.085,0.515
12212331011230,24.3971326,32.9260254,0.500,0.489
12212332213101,22.4211843,31.5856934,0.007,0.371
12212101232310,30.8173458,30.0256348,0.354,0.542
12212121332232,28.3140526,30.6408691,0.012,0.486
12212130022010,29.0657724,30.9924316,0.264,0.557
12212303110013,25.7702134,30.6628418,-0.248,0.392
12212123131200,27.9070579,30.7727051,0.338,0.481
12212111330121,31.0058624,33.5192871,-0.772,0.334
12212101133310,31.4192877,30.9045410,-0.571,0.414
12213000202023,31.1376028,33.7829590,1.523,0.442
12212310010213,26.9514527,31.3659668,0.308,0.534
12212101321222,30.9116505,30.4211426,0.448,0.536
12212033332323,27.0689087,27.8942871,-0.419,0.511
12212130021013,29.2001230,31.1901855,0.100,0.556
12212310312101,26.2638619,32.1130371,0.159,0.530
12212010133023,31.4380367,26.5759277,-0.317,0.416
12212112031030,30.4013061,31.5197754,0.530,0.518
12212110220230,30.9305004,30.9924316,0.354,0.480
12212123131030,27.9458858,30.8166504,0.537,0.531
12212100323211,30.8173458,29.0808105,0.730,0.526
12212121313233,28.6231031,30.8386230,0.695,0.491
12212110321220,30.9305004,31.8273926,0.176,0.490
12212112103233,30.4581439,31.8933105,-0.215,0.484
12212112110213,30.6473638,32.0690918,-0.141,0.472
12212130022100,29.0657724,31.0363770,0.035,0.594
12212112002210,30.5149486,30.9924316,0.180,0.520
12212101222213,30.7984737,29.6081543,-0.014,0.448
12212112121001,30.4392016,31.8493652,0.222,0.497
12212112300020,30.0976128,31.6516113,0.302,0.525
12212011211032,31.2879394,27.3010254,0.296,0.454
12212103113132,30.5338761,30.9045410,0.141,0.506
12212123112103,28.1204382,30.7067871,0.815,0.547
12212101333110,30.8927970,30.9045410,0.159,0.542
12212110320100,31.0435212,31.7395020,0.266,0.566
12212110303123,31.1376028,31.9372559,-0.319,0.551
12212112130013,30.4202557,32.0690918,-0.635,0.487
12212311331203,26.0074237,33.6071777,-0.513,0.372
12212113232021,29.6403199,32.7282715,-0.510,0.455
12212010031130,31.6066092,25.9826660,-0.446,0.363
12212103101233,30.6095493,30.4870605,-0.357,0.456
12212112230031,29.7929837,31.3659668,0.143,0.463
12212101233330,30.7795979,30.2014160,0.269,0.535
12212101330330,30.9305004,30.7287598,0.541,0.553
12212101303022,31.1376028,30.4211426,0.561,0.515
12212112002313,30.4960174,31.1022949,0.286,0.536
12212010132133,31.4380367,26.5319824,-0.329,0.388
12212123331011,27.3620101,30.8386230,-0.159,0.543
12212302013132,25.5721751,28.7951660,-0.404,0.368
12212110330323,30.9116505,32.1130371,-0.253,0.470
12212331033023,23.9762142,32.9040527,0.890,0.535
12213000210032,31.2879394,34.1564941,0.372,0.361
12213002102020,30.5528000,34.4641113,-0.418,0.333
12212112201232,30.0025165,31.1682129,1.571,0.496
12213000230102,31.0246937,34.2004395,-0.167,0.343
12212112022021,30.2495768,30.9704590,0.122,0.523
12212303123330,25.1950000,30.5529785,-0.047,0.371
12212211110322,26.9122734,27.8723145,0.179,0.363
12212101230201,30.9681888,29.9157715,-0.797,0.501
12212110323010,30.8927970,31.8713379,0.345,0.552
12212011201203,31.2503777,26.9274902,-0.398,0.357
12212112210310,30.0595852,31.4318848,1.067,0.497
12212113102222,30.4581439,33.0578613,-0.355,0.332
12212101210330,31.2315912,30.0256348,0.385,0.513
12213000210313,31.2503777,34.2663574,0.666,0.413
12212112113012,30.5717201,32.2229004,0.969,0.512
12212101122121,31.4567820,30.3552246,-0.006,0.443
12212303130023,25.4135082,30.6188965,-0.533,0.367
12212121113200,29.2959801,30.7727051,0.171,0.553
12212101301121,31.3067147,30.5310059,0.524,0.536
12212121333020,28.4107280,30.7727051,0.499,0.538
12212110320130,31.0058624,31.7834473,0.315,0.531
12212110212201,31.1187939,31.3220215,0.566,0.528
12212110122032,31.4380367,31.6955566,1.015,0.481
12212130023002,29.0465652,31.1242676,0.512,0.533
12212110231130,31.0058624,31.6076660,0.290,0.509
12212101333133,30.8362142,30.9265137,-0.049,0.516
12212132232212,27.1080334,31.3439941,-0.104,0.478
12212101210230,31.2315912,29.9377441,1.322,0.522
12213022031030,27.9458858,34.3322754,0.002,0.469
12212130022032,29.0081399,30.9924316,0.276,0.550
12212121330300,28.5266220,30.6848145,-0.253,0.486
12212110230311,30.9681888,31.4538574,0.632,0.516
12212123311033,27.6154056,30.8386230,0.465,0.521
12212110032101,31.4942613,31.4099121,0.322,0.393
12212112203322,29.8501727,31.2121582,0.225,0.536
12212130000300,29.4491644,31.0363770,-0.112,0.537
12212101221033,30.9870275,29.7839355,0.626,0.569
12212311230211,26.0271697,32.7722168,0.808,0.541
12212110201023,31.2879394,31.1462402,-0.123,0.496
12212101311320,31.2315912,30.8605957,0.057,0.524
12213000210333,31.2128010,34.2663574,0.226,0.397
12212110202113,31.1752094,31.1022949,0.210,0.502
12212110300212,31.2503777,31.6955566,0.668,0.504
12212110020210,31.5691750,30.9924316,-0.108,0.475
12212130001133,29.4682962,31.2780762,0.478,0.584
12212211112012,26.8730805,27.8283691,-0.346,0.363
12212310301213,26.3229598,31.8933105,0.515,0.540
12212103111333,30.6095493,30.9265137,0.134,0.500
12212011022203,31.4005349,26.7517090,-0.263,0.354
12212011213011,31.1940070,27.3229980,-0.684,0.344
12212100202223,31.0623449,28.1579590,0.179,0.411
12212331101213,24.4171416,33.2995605,-0.681,0.530
12212110300223,31.2128010,31.6735840,-0.258,0.550
12212011211012,31.3254862,27.3010254,0.200,0.521
12212121332132,28.3913999,30.7287598,0.261,0.570
12212310001112,27.0297703,31.2561035,0.312,0.533
12212131023102,29.0465652,32.6184082,0.353,0.402
12212111231032,30.9870275,32.9260254,-0.333,0.364
12212110211213,31.2503777,31.5417480,0.298,0.499
12212101230220,30.9305004,29.8937988,-0.030,0.501
12212110323301,30.8173458,31.9372559,-0.291,0.534
12212132223130,27.1666948,31.2561035,0.381,0.526
12212310013323,26.7554205,31.5856934,-0.419,0.481
12212112232023,29.6212207,31.3220215,0.709,0.511
12212121112110,29.3726011,30.7287598,0.113,0.534
12212101122331,31.3817783,30.3991699,-0.924,0.466
12212101123320,31.3817783,30.5090332,0.767,0.519
12213000203103,31.1752094,34.0466309,0.161,0.339
12212112210102,30.1166211,31.3879395,0.653,0.487
12212133331310,27.2839252,33.7170410,-0.215,0.453
12212120233303,28.3527333,28.7731934,-0.452,0.325
12212101133322,31.3630180,30.8605957,-0.476,0.491
12212110330122,30.9870275,32.0910645,-0.435,0.448
12212110122121,31.4567820,31.7614746,0.948,0.544
12212303130000,25.4730329,30.5969238,-0.045,0.452
12212101330013,31.0246937,30.6628418,0.396,0.529
12212101330130,31.0058624,30.7287598,0.476,0.559
12212103011112,30.7229484,30.2014160,0.058,0.468
12212310312031,26.2244465,32.0690918,0.144,0.540
12212110333320,30.7795979,32.2668457,0.671,0.483
12212110330231,30.9305004,32.0690918,-0.071,0.466
12212112210120,30.0976128,31.3879395,0.744,0.528
12212123331123,27.3034516,30.8825684,0.366,0.520
12212113120030,30.4013061,33.1018066,-0.137,0.483
12212112203012,29.9644524,31.1682129,1.005,0.527
12212103113313,30.4960174,30.9265137,0.554,0.567
12212112331332,29.6975960,32.3107910,0.158,0.527
12212310331001,26.1061204,32.2009277,0.330,0.535
12212112301130,30.0976128,31.9592285,-0.495,0.431
12212112032300,30.2116078,31.3879395,0.369,0.536
12213000230132,30.9870275,34.2443848,-0.193,0.431
12212310312303,26.1652985,32.1130371,0.557,0.556
12212310031101,26.7357986,31.5856934,0.227,0.565
12212112011133,30.6851635,31.6296387,0.893,0.533
12212130002013,29.3534512,31.0144043,-0.284,0.554
12212121330030,28.5652250,30.6408691,-0.432,0.414
12212103110202,30.6473638,30.5969238,0.160,0.533
12212310013233,26.7554205,31.5417480,0.694,0.522
12212111312300,31.1187939,33.4973145,0.027,0.312
12212303321331,24.7168951,30.5749512,-0.678,0.329
12212101123201,31.4192877,30.4431152,0.458,0.503
12212101333201,30.8173458,30.7946777,0.416,0.503
12212110023330,31.3817783,31.2561035,0.841,0.514
12212113002221,30.4770825,32.3767090,-0.245,0.488
12213000232212,30.7984737,34.1564941,-0.325,0.319
12212112000310,30.6662655,31.0803223,0.359,0.520
12212123133233,27.6932559,30.8386230,0.517,0.534
12212110022200,31.4192877,30.9484863,-0.045,0.443
12213000210301,31.2691604,34.2224121,0.482,0.433
12212310030110,26.7357986,31.4318848,0.510,0.543
12212313212131,24.9561796,32.8601074,0.345,0.509
12212110332021,30.8550788,32.0251465,-0.013,0.496
12212113201010,30.1356258,32.5744629,0.213,0.460
12212110210330,31.2315912,31.4318848,0.349,0.508
12212132221222,27.2253254,31.1242676,0.269,0.548
12212110302003,31.1752094,31.6735840,-0.358,0.529
12212121313211,28.6809493,30.8386230,-0.069,0.538
12212111303321,31.0811650,33.3435059,-0.246,0.344
12212121331102,28.5845213,30.8605957,1.004,0.569
12212030002322,29.2384766,25.4113770,0.034,0.434
12212110123001,31.4942613,31.8493652,0.721,0.540
12212103011111,30.7418353,30.2233887,-0.189,0.477
12212110320012,31.0246937,31.6955566,0.350,0.513
12212101301200,31.2691604,30.4211426,0.359,0.517
12212111302032,31.1376028,33.1018066,-0.643,0.325
12212110203032,31.1376028,31.1682129,0.129,0.516
12212310312011,26.2638619,32.0690918,-0.009,0.525
12212110202231,31.0811650,31.0144043,0.025,0.483
12212110232032,30.8362142,31.3439941,-0.542,0.501
12212121110330,29.4108899,30.7287598,0.328,0.533
12212101312102,31.1752094,30.6848145,0.140,0.527
12212130000303,29.4300290,31.0583496,-0.212,0.557
12212112221310,29.7548395,31.2561035,0.387,0.535
12212331100130,24.4771496,33.1896973,-0.210,0.343
12212121111311,29.4491644,30.9265137,-0.389,0.500
12212313231023,24.7767595,32.9040527,0.326,0.507
12212101313102,31.1752094,30.8605957,0.287,0.512
12212101322301,30.8173458,30.3552246,-0.037,0.558
12212331013010,24.3571051,32.9260254,0.598,0.505
12212121112231,29.2576481,30.6628418,0.204,0.534
12212101323031,30.8550788,30.4870605,0.287,0.546
12212123110022,28.2366490,30.5969238,-0.121,0.379
12212111221022,30.9870275,32.5305176,-0.015,0.452
12212112112010,30.5906366,32.0471191,-0.864,0.491
12212101222333,30.7607184,29.6960449,0.249,0.492
12212130002320,29.2576481,31.0363770,-0.169,0.506
12212311232303,25.8493365,32.8161621,0.181,0.504
12212110213031,31.1564079,31.5417480,0.144,0.509
12212112110210,30.6662655,32.0471191,-0.734,0.464
12212101213011,31.1940070,30.1354980,-0.024,0.500
12212310013322,26.7554205,31.5637207,0.109,0.501
12212123312111,27.5180148,30.7507324,0.097,0.528
12212310122133,26.5197349,31.8054199,0.657,0.545
12212110022302,31.4005349,31.0363770,-0.163,0.506
12212112113103,30.5717201,32.2888184,0.725,0.520
12212122013232,28.0041014,28.7072754,-0.263,0.326
12212132232223,27.0689087,31.3220215,-0.108,0.504
12213232222313,21.9939882,36.7272949,0.151,0.324
12212120322120,28.4107280,28.9270020,-0.105,0.443
12212311230123,26.0469124,32.8161621,0.242,0.455
12212130000321,29.4108899,31.0583496,-0.464,0.516
12212121313013,28.7387635,30.8386230,0.180,0.562
12212121113312,29.2768159,30.9045410,0.619,0.477
12212103110123,30.6851635,30.7067871,0.301,0.525
12212113201300,30.0595852,32.6184082,-0.034,0.418
12212303132000,25.3142351,30.5969238,-0.561,0.348
12212103100131,30.7040578,30.3991699,-0.278,0.464
12212112030120,30.4013061,31.3879395,0.069,0.508
12212121331012,28.5845213,30.8166504,0.293,0.527
12212110033313,31.4005349,31.6296387,0.615,0.539
12212110311301,31.2691604,32.2888184,1.496,0.473
12212110231301,30.9681888,31.5856934,0.311,0.527
12212110223111,30.8927970,31.2780762,0.463,0.495
12212100332213,30.7984737,29.2565918,-0.168,0.432
12212112010302,30.6473638,31.3879395,0.990,0.516
12212113022333,30.1546268,32.5085449,-0.273,0.447
12212300232033,25.8888782,28.5534668,-0.222,0.392
12212121113131,29.3342978,30.9265137,0.622,0.529
12212132223330,27.0884727,31.2561035,-0.362,0.523
12212110333103,30.8739398,32.2888184,-0.481,0.502
12212110331003,31.0246937,32.2009277,0.542,0.534
